epoch,loss,lr,val_loss
0,0.00022750067000743002,1e-04,0.00014161111903376877
1,0.000137730676215142,1e-04,0.0001189691829495132
2,0.00011376413749530911,1e-04,0.00010034275328507647
3,0.00010060542990686372,1e-04,0.00011373487359378487
4,8.94082331797108e-05,1e-04,9.077084541786462e-05
