epoch,loss,lr,val_loss
0,0.0002220811293227598,1e-04,0.00016852161206770688
1,0.00015052632079459727,1e-04,0.00014789246779400855
2,0.00012266388512216508,1e-04,9.603438957128674e-05
3,0.00010299375571776181,1e-04,9.85064179985784e-05
4,8.471134788123891e-05,1e-04,6.373060023179278e-05
