epoch,loss,lr,val_loss
0,0.0002453926717862487,1e-04,0.00017472743638791144
1,0.0001575514761498198,1e-04,0.00013974547619000077
2,0.00012511544628068805,1e-04,0.00010722054867073894
3,0.0001099791843444109,1e-04,9.367820166517049e-05
4,9.78565658442676e-05,1e-04,8.114572847262025e-05
