Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,233.767,234.000,0.233,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,7013,7020,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,242.900,243.333,0.433,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,7287,7300,,,simultaneously,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,269.100,270.400,1.300,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,8073,8112,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,281.333,281.500,0.167,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,8440,8445,,,can be ignored. too short,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,304.067,305.267,1.200,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,9122,9158,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,306.000,306.133,0.133,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,9180,9184,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,309.600,310.200,0.600,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,9288,9306,,,simultaneously,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,311.367,311.933,0.566,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,9341,9358,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,321.633,322.200,0.567,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,9649,9666,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,387.467,387.833,0.366,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,11624,11635,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: I-E-social behavior,prosocial behavior,STATE,395.767,398.900,3.133,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,11873,11967,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,413.500,414.367,0.867,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,12405,12431,,,silmutaneously,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,473.100,476.900,3.800,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,14193,14307,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,508.500,515.133,6.633,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,15255,15454,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,550.900,551.967,1.067,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,16527,16559,,,simultaneously,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,564.867,565.567,0.700,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,16946,16967,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,574.833,582.600,7.767,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,17245,17478,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,587.033,593.667,6.634,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,17611,17810,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,595.100,595.433,0.333,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,17853,17863,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,645.000,647.800,2.800,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,19350,19434,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,666.467,667.667,1.200,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,19994,20030,,,,
WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,2026-04-25 20:51:40.301,,Media file,player #1:WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,0.0,586.333,705.467,30.000,No focal subject,106.032,E: E-I-social behavior,prosocial behavior,STATE,672.500,682.433,9.933,WIN_20250428_21_33_38_Pro_adj - Made with Clipchamp.mp4,20175,20473,,,,
