Video,Event,Start_time,End Time,Start_frame,End_frame,Bout_time
0428_19_12_12,Social,488.53333333333336,490.06666666666666,14656,14701,1.5333333333333334
0428_19_12_12,Social,496.2,497.8666666666667,14886,14935,1.6666666666666667
0428_19_12_12,Social,506.4,507.26666666666665,15192,15217,0.8666666666666667
0428_19_12_12,Social,509.8,513.4,15294,15401,3.6
0428_19_12_12,Social,514.4333333333333,515.7,15433,15470,1.2666666666666666
0428_19_12_12,Social,581.0,582.8666666666667,17430,17485,1.8666666666666667
0428_19_12_12,Social,592.9333333333333,594.8333333333334,17788,17844,1.9
0428_19_12_12,Freeze,6.033333333333333,7.7,181,230,1.6666666666666667
0428_19_12_12,Freeze,196.36666666666667,197.06666666666666,5891,5911,0.7
0428_19_12_12,Freeze,329.03333333333336,329.6,9871,9887,0.5666666666666667
0428_19_12_12,Freeze,373.3,374.1333333333333,11199,11223,0.8333333333333334
0428_19_12_12,Freeze,398.3666666666667,400.6,11951,12017,2.2333333333333334
0428_19_12_12,Freeze,449.6333333333333,450.1333333333333,13489,13503,0.5
0428_19_12_12,Freeze,473.2,474.2,14196,14225,1.0
0428_19_12_12,Freeze,513.7666666666667,514.3666666666667,15413,15430,0.6
0428_19_12_12,Freeze,569.9333333333333,570.4666666666667,17098,17113,0.5333333333333333
0428_19_12_12,Freeze,574.7666666666667,575.2666666666667,17243,17257,0.5
0428_21_33_38,Passive,143.7,145.7,4311,4370,2.0
0428_21_33_38,Passive,239.26666666666668,239.86666666666667,7178,7195,0.6
0428_21_33_38,Social,3.3666666666666667,27.033333333333335,101,810,23.666666666666668
0428_21_33_38,Social,29.366666666666667,66.03333333333333,881,1980,36.666666666666664
0428_21_33_38,Social,67.03333333333333,78.03333333333333,2011,2340,11.0
0428_21_33_38,Social,88.4,90.36666666666666,2652,2710,1.9666666666666666
0428_21_33_38,Social,98.03333333333333,100.7,2941,3020,2.6666666666666665
0428_21_33_38,Social,136.73333333333332,138.03333333333333,4102,4140,1.3
0428_21_33_38,Social,145.7,147.03333333333333,4371,4410,1.3333333333333333
0428_21_33_38,Social,172.03333333333333,173.73333333333332,5161,5211,1.7
0428_21_33_38,Social,196.4,197.1,5892,5912,0.7
0428_21_33_38,Social,202.23333333333332,202.76666666666668,6067,6082,0.5333333333333333
0428_21_33_38,Social,207.63333333333333,209.66666666666666,6229,6289,2.033333333333333
0428_21_33_38,Social,213.26666666666668,215.6,6398,6467,2.3333333333333335
0428_21_33_38,Social,224.7,226.53333333333333,6741,6795,1.8333333333333333
0428_21_33_38,Social,260.2,261.4,7806,7841,1.2
0428_21_33_38,Social,286.1,287.2,8583,8615,1.1
0428_21_33_38,Social,295.76666666666665,303.06666666666666,8873,9091,7.3
0428_21_33_38,Social,312.3333333333333,313.56666666666666,9370,9406,1.2333333333333334
0428_21_33_38,Social,317.03333333333336,318.9,9511,9566,1.8666666666666667
0428_21_33_38,Social,347.3,349.03333333333336,10419,10470,1.7333333333333334
0428_21_33_38,Social,356.3333333333333,357.3666666666667,10690,10720,1.0333333333333334
0428_21_33_38,Social,357.9,360.8333333333333,10737,10824,2.933333333333333
0428_21_33_38,Social,376.93333333333334,380.4,11308,11411,3.466666666666667
0428_21_33_38,Social,411.26666666666665,415.56666666666666,12338,12466,4.3
0428_21_33_38,Social,417.73333333333335,418.73333333333335,12532,12561,1.0
0428_21_33_38,Social,419.3333333333333,419.8333333333333,12580,12594,0.5
0428_21_33_38,Social,454.3333333333333,455.73333333333335,13630,13671,1.4
0428_21_33_38,Social,468.4,469.93333333333334,14052,14097,1.5333333333333334
0428_21_33_38,Social,478.1333333333333,486.1333333333333,14344,14583,8.0
0428_21_33_38,Social,490.26666666666665,499.3,14708,14978,9.033333333333333
0428_21_33_38,Social,500.4,503.26666666666665,15012,15097,2.8666666666666667
0428_21_33_38,Social,514.2333333333333,515.7666666666667,15427,15472,1.5333333333333334
0428_21_33_38,Social,521.1333333333333,522.2666666666667,15634,15667,1.1333333333333333
0428_21_33_38,Social,523.1,524.9,15693,15746,1.8
0428_21_33_38,Social,547.1,552.6666666666666,16413,16579,5.566666666666666
0428_21_33_38,Social,560.9,561.6666666666666,16827,16849,0.7666666666666667
0428_21_33_38,Social,569.8666666666667,572.2,17096,17165,2.3333333333333335
0428_21_33_38,Social,572.7,573.9666666666667,17181,17218,1.2666666666666666
0428_21_33_38,Social,575.5,585.3333333333334,17265,17559,9.833333333333334
0428_21_33_38,Social,585.9666666666667,586.6666666666666,17579,17599,0.7
0428_21_33_38,Social,603.1666666666666,607.8666666666667,18095,18235,4.7
0428_21_33_38,Freeze,182.03333333333333,183.0,5461,5489,0.9666666666666667
0428_21_33_38,Freeze,585.4333333333333,587.9,17563,17636,2.466666666666667
0428_21_33_38,Freeze,608.1666666666666,608.9333333333333,18245,18267,0.7666666666666667
0428_17_59_14,Passive,0.0,1.3666666666666667,0,40,1.3666666666666667
0428_17_59_14,Passive,125.03333333333333,126.36666666666666,3751,3790,1.3333333333333333
0428_17_59_14,Passive,161.7,162.66666666666666,4851,4879,0.9666666666666667
0428_17_59_14,Social,10.766666666666667,14.5,323,434,3.7333333333333334
0428_17_59_14,Social,132.36666666666667,134.03333333333333,3971,4020,1.6666666666666667
0428_17_59_14,Social,148.36666666666667,149.7,4451,4490,1.3333333333333333
0428_17_59_14,Social,163.66666666666666,169.36666666666667,4910,5080,5.7
0428_17_59_14,Social,172.36666666666667,174.03333333333333,5171,5220,1.6666666666666667
0428_17_59_14,Social,189.03333333333333,190.66666666666666,5671,5719,1.6333333333333333
0428_17_59_14,Social,204.33333333333334,205.13333333333333,6130,6153,0.8
0428_17_59_14,Social,212.73333333333332,213.4,6382,6401,0.6666666666666666
0428_17_59_14,Social,214.4,216.3,6432,6488,1.9
0428_17_59_14,Social,219.8,223.03333333333333,6594,6690,3.2333333333333334
0428_17_59_14,Social,243.36666666666667,244.9,7301,7346,1.5333333333333334
0428_17_59_14,Social,252.96666666666667,254.9,7589,7646,1.9333333333333333
0428_17_59_14,Social,267.8666666666667,270.3,8036,8108,2.433333333333333
0428_17_59_14,Social,277.1333333333333,278.3,8314,8348,1.1666666666666667
0428_17_59_14,Social,302.3,303.0,9069,9089,0.7
0428_17_59_14,Social,303.53333333333336,305.56666666666666,9106,9166,2.033333333333333
0428_17_59_14,Social,309.03333333333336,310.3333333333333,9271,9309,1.3
0428_17_59_14,Social,311.3333333333333,314.76666666666665,9340,9442,3.433333333333333
0428_17_59_14,Social,319.0,323.2,9570,9695,4.2
0428_17_59_14,Social,328.0,331.1333333333333,9840,9933,3.1333333333333333
0428_17_59_14,Social,331.7,333.26666666666665,9951,9997,1.5666666666666667
0428_17_59_14,Social,342.3666666666667,343.0,10271,10289,0.6333333333333333
0428_17_59_14,Social,343.6,345.6333333333333,10308,10368,2.033333333333333
0428_17_59_14,Social,373.5,374.0,11205,11219,0.5
0428_17_59_14,Social,385.1,387.3333333333333,11553,11619,2.2333333333333334
0428_17_59_14,Social,408.1333333333333,409.1333333333333,12244,12273,1.0
0428_17_59_14,Social,414.1666666666667,416.6,12425,12497,2.433333333333333
0428_17_59_14,Social,418.06666666666666,419.26666666666665,12542,12577,1.2
0428_17_59_14,Social,423.1333333333333,424.46666666666664,12694,12733,1.3333333333333333
0428_17_59_14,Social,442.03333333333336,444.6333333333333,13261,13338,2.6
0428_17_59_14,Social,464.0,468.1,13920,14042,4.1
0428_17_59_14,Social,483.53333333333336,484.3,14506,14528,0.7666666666666667
0428_17_59_14,Social,485.23333333333335,485.9,14557,14576,0.6666666666666666
0428_17_59_14,Social,511.06666666666666,512.2333333333333,15332,15366,1.1666666666666667
0428_17_59_14,Social,514.1,514.7333333333333,15423,15441,0.6333333333333333
0428_17_59_14,Social,531.2333333333333,532.2666666666667,15937,15967,1.0333333333333334
0428_17_59_14,Social,558.4333333333333,558.9333333333333,16753,16767,0.5
0428_17_59_14,Social,562.2,562.7,16866,16880,0.5
0428_17_59_14,Social,567.6,568.2666666666667,17028,17047,0.6666666666666666
0428_17_59_14,Social,572.1,573.0,17163,17189,0.9
0428_17_59_14,Social,581.2666666666667,582.2333333333333,17438,17466,0.9666666666666667
0428_17_59_14,Social,583.7,584.4,17511,17531,0.7
0428_17_59_14,Social,593.5,594.8,17805,17843,1.3
0428_17_59_14,Freeze,1.3666666666666667,4.033333333333333,41,120,2.6666666666666665
0428_17_59_14,Freeze,18.033333333333335,24.033333333333335,541,720,6.0
0428_17_59_14,Freeze,31.7,35.03333333333333,951,1050,3.3333333333333335
0428_17_59_14,Freeze,39.7,64.7,1191,1940,25.0
0428_17_59_14,Freeze,79.03333333333333,85.7,2371,2570,6.666666666666667
0428_17_59_14,Freeze,89.03333333333333,95.66666666666667,2671,2869,6.633333333333334
0428_17_59_14,Freeze,103.36666666666666,110.03333333333333,3101,3300,6.666666666666667
0428_17_59_14,Freeze,154.1,160.03333333333333,4623,4800,5.933333333333334
0428_17_59_14,Freeze,202.26666666666668,204.26666666666668,6068,6127,2.0
0428_17_59_14,Freeze,205.23333333333332,206.4,6157,6191,1.1666666666666667
0428_17_59_14,Freeze,208.23333333333332,210.1,6247,6302,1.8666666666666667
0428_17_59_14,Freeze,211.66666666666666,212.53333333333333,6350,6375,0.8666666666666667
0428_17_59_14,Freeze,213.6,214.1,6408,6422,0.5
0428_17_59_14,Freeze,250.36666666666667,252.56666666666666,7511,7576,2.2
0428_17_59_14,Freeze,264.8,265.46666666666664,7944,7963,0.6666666666666666
0428_17_59_14,Freeze,268.0,268.93333333333334,8040,8067,0.9333333333333333
0428_17_59_14,Freeze,269.8333333333333,270.43333333333334,8095,8112,0.6
0428_17_59_14,Freeze,273.8666666666667,274.8333333333333,8216,8244,0.9666666666666667
0428_17_59_14,Freeze,280.8666666666667,281.53333333333336,8426,8445,0.6666666666666666
0428_17_59_14,Freeze,283.2,284.0,8496,8519,0.8
0428_17_59_14,Freeze,287.26666666666665,288.26666666666665,8618,8647,1.0
0428_17_59_14,Freeze,298.8333333333333,301.9,8965,9056,3.066666666666667
0428_17_59_14,Freeze,308.06666666666666,308.93333333333334,9242,9267,0.8666666666666667
0428_17_59_14,Freeze,310.7,311.2,9321,9335,0.5
0428_17_59_14,Freeze,318.4,319.0,9552,9569,0.6
0428_17_59_14,Freeze,321.5,322.6,9645,9677,1.1
0428_17_59_14,Freeze,329.56666666666666,330.53333333333336,9887,9915,0.9666666666666667
0428_17_59_14,Freeze,331.1333333333333,332.93333333333334,9934,9987,1.8
0428_17_59_14,Freeze,372.7,373.26666666666665,11181,11197,0.5666666666666667
0428_17_59_14,Freeze,396.1333333333333,397.1333333333333,11884,11913,1.0
0428_17_59_14,Freeze,422.46666666666664,423.3,12674,12698,0.8333333333333334
0428_17_59_14,Freeze,436.1,436.96666666666664,13083,13108,0.8666666666666667
0428_17_59_14,Freeze,440.1333333333333,442.3333333333333,13204,13269,2.2
0428_17_59_14,Freeze,470.7,471.53333333333336,14121,14145,0.8333333333333334
0428_17_59_14,Freeze,514.3666666666667,517.3666666666667,15431,15520,3.0
0428_17_59_14,Freeze,568.6,569.7666666666667,17058,17092,1.1666666666666667
0428_17_59_14,Freeze,571.9666666666667,575.2,17159,17255,3.2333333333333334
0428_17_59_14,Freeze,581.9,583.6,17457,17507,1.7
0428_21_19_29,Passive,53.36666666666667,55.03333333333333,1601,1650,1.6666666666666667
0428_21_19_29,Passive,122.7,124.7,3681,3740,2.0
0428_21_19_29,Passive,472.1666666666667,473.5,14165,14204,1.3333333333333333
0428_21_19_29,Passive,573.9666666666667,574.7333333333333,17219,17241,0.7666666666666667
0428_21_19_29,Social,1.0333333333333334,30.033333333333335,31,900,29.0
0428_21_19_29,Social,31.366666666666667,42.03333333333333,941,1260,10.666666666666666
0428_21_19_29,Social,47.36666666666667,51.36666666666667,1421,1540,4.0
0428_21_19_29,Social,69.03333333333333,72.36666666666666,2071,2170,3.3333333333333335
0428_21_19_29,Social,74.36666666666666,80.1,2231,2402,5.733333333333333
0428_21_19_29,Social,81.36666666666666,88.36666666666666,2441,2650,7.0
0428_21_19_29,Social,92.43333333333334,93.73333333333333,2773,2811,1.3
0428_21_19_29,Social,135.7,140.03333333333333,4071,4200,4.333333333333333
0428_21_19_29,Social,153.96666666666667,155.4,4619,4661,1.4333333333333333
0428_21_19_29,Social,166.7,169.7,5001,5090,3.0
0428_21_19_29,Social,177.36666666666667,180.03333333333333,5321,5400,2.6666666666666665
0428_21_19_29,Social,184.1,184.93333333333334,5523,5547,0.8333333333333334
0428_21_19_29,Social,188.06666666666666,190.43333333333334,5642,5712,2.3666666666666667
0428_21_19_29,Social,198.4,199.13333333333333,5952,5973,0.7333333333333333
0428_21_19_29,Social,201.6,202.63333333333333,6048,6078,1.0333333333333334
0428_21_19_29,Social,206.56666666666666,209.1,6197,6272,2.533333333333333
0428_21_19_29,Social,213.13333333333333,213.83333333333334,6394,6414,0.7
0428_21_19_29,Social,222.53333333333333,224.06666666666666,6676,6721,1.5333333333333334
0428_21_19_29,Social,232.73333333333332,233.8,6982,7013,1.0666666666666667
0428_21_19_29,Social,240.06666666666666,240.66666666666666,7202,7219,0.6
0428_21_19_29,Social,243.93333333333334,244.63333333333333,7318,7338,0.7
0428_21_19_29,Social,248.06666666666666,249.2,7442,7475,1.1333333333333333
0428_21_19_29,Social,258.53333333333336,260.3,7756,7808,1.7666666666666666
0428_21_19_29,Social,278.43333333333334,281.4,8353,8441,2.966666666666667
0428_21_19_29,Social,282.6,283.23333333333335,8478,8496,0.6333333333333333
0428_21_19_29,Social,285.3666666666667,287.56666666666666,8561,8626,2.2
0428_21_19_29,Social,291.73333333333335,302.0,8752,9059,10.266666666666667
0428_21_19_29,Social,304.0,304.8,9120,9143,0.8
0428_21_19_29,Social,305.4,313.06666666666666,9162,9391,7.666666666666667
0428_21_19_29,Social,321.8333333333333,322.4,9655,9671,0.5666666666666667
0428_21_19_29,Social,323.7,325.1666666666667,9711,9754,1.4666666666666666
0428_21_19_29,Social,326.1666666666667,326.8,9785,9803,0.6333333333333333
0428_21_19_29,Social,327.5,328.2,9825,9845,0.7
0428_21_19_29,Social,332.3,333.3666666666667,9969,10000,1.0666666666666667
0428_21_19_29,Social,334.06666666666666,334.6,10022,10037,0.5333333333333333
0428_21_19_29,Social,350.76666666666665,351.6666666666667,10523,10549,0.9
0428_21_19_29,Social,360.1333333333333,362.43333333333334,10804,10872,2.3
0428_21_19_29,Social,371.3666666666667,372.26666666666665,11141,11167,0.9
0428_21_19_29,Social,374.76666666666665,376.4,11243,11291,1.6333333333333333
0428_21_19_29,Social,393.46666666666664,395.2,11804,11855,1.7333333333333334
0428_21_19_29,Social,396.1333333333333,396.8,11884,11903,0.6666666666666666
0428_21_19_29,Social,410.8,411.56666666666666,12324,12346,0.7666666666666667
0428_21_19_29,Social,420.8333333333333,422.6333333333333,12625,12678,1.8
0428_21_19_29,Social,428.23333333333335,434.96666666666664,12847,13048,6.733333333333333
0428_21_19_29,Social,440.8,446.1,13224,13382,5.3
0428_21_19_29,Social,451.0,453.0,13530,13589,2.0
0428_21_19_29,Social,453.6,454.43333333333334,13608,13632,0.8333333333333334
0428_21_19_29,Social,477.8333333333333,478.3666666666667,14335,14350,0.5333333333333333
0428_21_19_29,Social,482.03333333333336,482.76666666666665,14461,14482,0.7333333333333333
0428_21_19_29,Social,497.1666666666667,504.3,14915,15128,7.133333333333334
0428_21_19_29,Social,505.4,508.4,15162,15251,3.0
0428_21_19_29,Social,509.8,528.5666666666667,15294,15856,18.766666666666666
0428_21_19_29,Social,529.5666666666667,531.1666666666666,15887,15934,1.6
0428_21_19_29,Social,532.0666666666667,532.9666666666667,15962,15988,0.9
0428_21_19_29,Social,533.7666666666667,534.9,16013,16046,1.1333333333333333
0428_21_19_29,Social,554.8666666666667,555.5,16646,16664,0.6333333333333333
0428_21_19_29,Social,567.3,567.9,17019,17036,0.6
0428_21_19_29,Social,576.8,577.3333333333334,17304,17319,0.5333333333333333
0428_21_19_29,Social,585.6,588.3,17568,17648,2.7
0428_21_19_29,Social,594.2666666666667,595.6666666666666,17828,17869,1.4
0428_21_19_29,Social,609.0666666666667,612.4666666666667,18272,18373,3.4
0428_21_19_29,Social,614.8333333333334,620.3,18445,18608,5.466666666666667
0428_21_19_29,Freeze,181.2,183.23333333333332,5436,5496,2.033333333333333
0428_21_19_29,Freeze,205.06666666666666,205.9,6152,6176,0.8333333333333334
0428_21_19_29,Freeze,329.43333333333334,330.96666666666664,9883,9928,1.5333333333333334
0428_21_19_29,Freeze,383.6666666666667,385.03333333333336,11510,11550,1.3666666666666667
0428_21_19_29,Freeze,590.6333333333333,591.3666666666667,17719,17740,0.7333333333333333
0428_21_19_29,Freeze,612.8666666666667,613.5333333333333,18386,18405,0.6666666666666666
0428_20_48_07,Passive,16.033333333333335,18.033333333333335,481,540,2.0
0428_20_48_07,Passive,114.03333333333333,115.7,3421,3470,1.6666666666666667
0428_20_48_07,Passive,135.4,137.36666666666667,4062,4120,1.9666666666666666
0428_20_48_07,Social,2.7333333333333334,9.366666666666667,82,280,6.633333333333334
0428_20_48_07,Social,14.033333333333333,16.033333333333335,421,480,2.0
0428_20_48_07,Social,56.03333333333333,57.7,1681,1730,1.6666666666666667
0428_20_48_07,Social,59.36666666666667,62.03333333333333,1781,1860,2.6666666666666665
0428_20_48_07,Social,155.03333333333333,157.9,4651,4736,2.8666666666666667
0428_20_48_07,Social,172.63333333333333,176.7,5179,5300,4.066666666666666
0428_20_48_07,Social,180.06666666666666,180.63333333333333,5402,5418,0.5666666666666667
0428_20_48_07,Social,209.46666666666667,209.96666666666667,6284,6298,0.5
0428_20_48_07,Social,218.76666666666668,219.93333333333334,6563,6597,1.1666666666666667
0428_20_48_07,Social,246.93333333333334,247.43333333333334,7408,7422,0.5
0428_20_48_07,Social,253.96666666666667,254.46666666666667,7619,7633,0.5
0428_20_48_07,Social,256.1666666666667,257.7,7685,7730,1.5333333333333334
0428_20_48_07,Social,292.23333333333335,295.1,8767,8852,2.8666666666666667
0428_20_48_07,Social,301.8666666666667,302.46666666666664,9056,9073,0.6
0428_20_48_07,Social,309.0,310.1,9270,9302,1.1
0428_20_48_07,Social,323.53333333333336,324.2,9706,9725,0.6666666666666666
0428_20_48_07,Social,329.1,331.26666666666665,9873,9937,2.1666666666666665
0428_20_48_07,Social,333.1333333333333,335.76666666666665,9994,10072,2.6333333333333333
0428_20_48_07,Social,338.26666666666665,339.8,10148,10193,1.5333333333333334
0428_20_48_07,Social,343.0,343.5,10290,10304,0.5
0428_20_48_07,Social,356.76666666666665,357.3333333333333,10703,10719,0.5666666666666667
0428_20_48_07,Social,364.96666666666664,366.7,10949,11000,1.7333333333333334
0428_20_48_07,Social,367.2,369.8333333333333,11016,11094,2.6333333333333333
0428_20_48_07,Social,374.9,375.56666666666666,11247,11266,0.6666666666666666
0428_20_48_07,Social,377.96666666666664,380.46666666666664,11339,11413,2.5
0428_20_48_07,Social,403.3,403.9,12099,12116,0.6
0428_20_48_07,Social,415.3666666666667,416.3,12461,12488,0.9333333333333333
0428_20_48_07,Social,426.1333333333333,428.43333333333334,12784,12852,2.3
0428_20_48_07,Social,445.23333333333335,445.8333333333333,13357,13374,0.6
0428_20_48_07,Social,451.7,454.26666666666665,13551,13627,2.566666666666667
0428_20_48_07,Social,462.46666666666664,463.5,13874,13904,1.0333333333333334
0428_20_48_07,Social,470.7,471.8,14121,14153,1.1
0428_20_48_07,Social,481.8333333333333,484.46666666666664,14455,14533,2.6333333333333333
0428_20_48_07,Social,496.56666666666666,497.73333333333335,14897,14931,1.1666666666666667
0428_20_48_07,Social,534.9,536.6666666666666,16047,16099,1.7666666666666666
0428_20_48_07,Social,540.8,541.7,16224,16250,0.9
0428_20_48_07,Social,550.6333333333333,553.0333333333333,16519,16590,2.4
0428_20_48_07,Social,564.7333333333333,565.5666666666667,16942,16966,0.8333333333333334
0428_20_48_07,Social,573.0333333333333,574.7,17191,17240,1.6666666666666667
0428_20_48_07,Social,585.9,587.1,17577,17612,1.2
0428_20_48_07,Social,600.5333333333333,602.0,18016,18059,1.4666666666666666
0428_20_48_07,Freeze,0.0,2.7,0,80,2.7
0428_20_48_07,Freeze,20.733333333333334,22.066666666666666,622,661,1.3333333333333333
