track,frame_idx,instance.score,Nose.x,Nose.y,Nose.score,Mid-center.x,Mid-center.y,Mid-center.score,Tail-base.x,Tail-base.y,Tail-base.score
track_1,10,1.0,,,1.0,1093.9731136961293,635.6973741135423,1.0,1041.4844617723215,713.6647906038983,1.0
track_0,11,1.0,,,1.0,1381.3362402228045,629.9797369803002,1.0,1471.467898077605,605.2847895751964,1.0
track_1,11,1.0,,,1.0,1099.3558211262357,633.5803646060855,1.0,1038.4080182655655,716.7435779923276,1.0
track_0,12,1.0,,,1.0,1381.0076015623868,630.145194797301,1.0,1471.332033060875,605.4462549777385,1.0
track_1,12,1.0,,,1.0,1100.517072280416,637.6975489435732,1.0,1037.0833010841188,715.9818273632623,1.0
track_0,13,1.0,,,1.0,1382.4782373466498,635.4015660761272,1.0,1471.3934150096884,603.2641368741116,1.0
track_1,13,1.0,,,1.0,1106.4632653753858,636.4481272213616,1.0,1033.366230442881,717.0556606969742,1.0
track_0,14,1.0,1254.3463385767363,611.6703858653932,1.0,1388.72265625,649.009765625,1.0,1469.226318359375,596.2462158203125,1.0
track_1,14,1.0,,,1.0,1108.5916587273496,642.2067713682193,1.0,1031.252029844864,711.3086232946937,1.0
track_0,15,1.0,1256.640464065269,614.7962673671827,1.0,1388.2987060546875,648.8733520507812,1.0,1469.1085205078125,596.6060791015625,1.0
track_1,15,1.0,1223.9668096099751,560.4033438505526,1.0,1112.629638671875,652.6419677734375,1.0,1024.1055908203125,672.2613525390625,1.0
track_0,16,1.0,1244.4278442475747,589.4942655599781,1.0,1388.2930908203125,648.87744140625,1.0,1469.102294921875,596.6052856445312,1.0
track_1,16,1.0,1222.2057205920848,571.0105494973334,1.0,1112.6314697265625,652.642578125,1.0,1024.1070556640625,672.260498046875,1.0
track_0,17,1.0,1255.2649227090933,627.2237046103965,1.0,1380.445556640625,648.98046875,1.0,1468.647705078125,596.822265625,1.0
track_1,17,1.0,1234.8312377929688,578.39794921875,1.0,1116.6260986328125,652.5289306640625,1.0,1024.31298828125,672.8302612304688,1.0
track_0,18,1.0,1255.780516266918,639.5755834324522,1.0,1380.137451171875,648.6769409179688,1.0,1468.7572021484375,599.979248046875,1.0
track_1,18,1.0,1234.3843994140625,572.5448608398438,1.0,1112.7271728515625,652.57568359375,1.0,1024.533935546875,672.89794921875,1.0
track_0,19,1.0,1256.7878514699316,650.1295716704744,1.0,1376.8040771484375,648.807373046875,1.0,1469.0054931640625,600.08056640625,1.0
track_1,19,1.0,1232.84375,568.437255859375,1.0,1112.7447509765625,652.4324951171875,1.0,1024.650634765625,672.9868774414062,1.0
track_0,20,1.0,1258.8065284464367,658.9770866970755,1.0,1380.2247314453125,648.7633666992188,1.0,1468.8492431640625,600.0442504882812,1.0
track_1,20,1.0,1234.9005126953125,564.2291564941406,1.0,1112.7039794921875,652.4345092773438,1.0,1024.873779296875,672.9522705078125,1.0
track_0,21,1.0,1261.552375891642,665.9965099095614,1.0,1376.8134765625,649.0695190429688,1.0,1469.1162109375,600.11328125,1.0
track_1,21,1.0,1235.1113777134876,561.50350861362,1.0,1109.0142822265625,652.7344970703125,1.0,1025.0443115234375,672.9382934570312,1.0
track_0,22,1.0,1264.6886154804984,671.0856896174998,1.0,1380.4649658203125,648.9569702148438,1.0,1468.994384765625,596.7538452148438,1.0
track_1,22,1.0,1235.481781002796,557.6869560002806,1.0,1112.26123046875,652.7672729492188,1.0,1028.182861328125,672.7893676757812,1.0
track_0,23,1.0,1267.322108866245,674.1852904033447,1.0,1380.4989013671875,649.032958984375,1.0,1468.970947265625,596.7394409179688,1.0
track_1,23,1.0,1236.7861127612794,562.0088146155674,1.0,1112.746337890625,656.0178833007812,1.0,1040.6212563979614,676.8342715783592,1.0
track_0,24,1.0,1268.676439868985,675.4180549585051,1.0,1376.741943359375,651.8656005859375,1.0,1468.92626953125,596.7808227539062,1.0
track_1,24,1.0,1249.2198501166536,557.3898987558721,1.0,1128.66259765625,655.8252563476562,1.0,1050.6057885702617,675.9437645931737,1.0
track_0,25,1.0,1268.4524755401824,674.8302581643926,1.0,1376.7237548828125,651.9182739257812,1.0,1468.990234375,600.076171875,1.0
track_1,25,1.0,1253.3327944946054,562.5227590948194,1.0,1145.435304325405,626.5479020757075,1.0,1068.837981301972,659.2454791281388,1.0
track_0,26,1.0,1268.8766866467863,675.9903011357582,1.0,1376.720458984375,651.9183959960938,1.0,1468.9908447265625,600.0776977539062,1.0
track_1,26,1.0,1260.87443761063,557.2833843847236,1.0,1157.0273676744157,624.3426756834532,1.0,1074.8323981300389,651.2726496700268,1.0
track_0,27,1.0,1268.4111171171512,675.1881961284979,1.0,1376.6234130859375,652.2825317382812,1.0,1468.8404541015625,600.2427368164062,1.0
track_1,27,1.0,1270.4494285133312,552.8877238358602,1.0,1168.0072020899263,618.4511614020374,1.0,1084.008221174774,644.9063313402173,1.0
track_0,28,1.0,1268.7117265836791,676.1157420423791,1.0,1376.7598876953125,652.48095703125,1.0,1468.8004150390625,600.2345581054688,1.0
track_1,28,1.0,1278.449497175518,545.5095436997099,1.0,1183.4323734520256,618.9866941872351,1.0,1088.157237369962,636.0648440051117,1.0
track_0,29,1.0,1268.0166295205563,675.126758371889,1.0,1380.106689453125,652.5070190429688,1.0,1468.54833984375,600.1774291992188,1.0
track_1,29,1.0,1292.4398193359375,532.2364196777344,1.0,1207.6828319303256,614.0053215118203,1.0,1096.51806640625,616.0888061523438,1.0
track_0,30,1.0,1267.9101570065088,675.951142223144,1.0,1376.494384765625,652.6419677734375,1.0,1468.557373046875,600.1212158203125,1.0
track_1,30,1.0,1298.5704956054688,530.2274169921875,1.0,1211.7478800490408,608.5815070286442,1.0,1096.839111328125,616.13037109375,1.0
track_0,31,1.0,1266.47128918827,675.0021518444603,1.0,1380.102294921875,652.3684692382812,1.0,1468.552001953125,600.1082153320312,1.0
track_1,31,1.0,1298.5114191118598,539.2672660372142,1.0,1197.033341966129,613.3818744455209,1.0,1107.4832618001017,622.8466040981588,1.0
track_0,32,1.0,1265.3906778782862,675.9928860866711,1.0,1380.1405029296875,652.3089599609375,1.0,1468.5206298828125,600.4166870117188,1.0
track_1,32,1.0,1301.0780948073368,533.4519449255032,1.0,1180.946533203125,632.4063720703125,1.0,1108.153076171875,612.8536987304688,1.0
track_0,33,1.0,1262.0490607411564,675.554174752775,1.0,1376.1319580078125,655.7999267578125,1.0,1468.0760498046875,604.1214599609375,1.0
track_1,33,1.0,1325.2211256859232,522.3998250330889,1.0,1210.6340501872537,608.4077713905901,1.0,1116.3118896484375,612.8101806640625,1.0
track_0,34,1.0,1259.0072635410716,677.0772377368894,1.0,1374.5201416015625,656.9855651855469,1.0,1464.954833984375,607.8892822265625,1.0
track_1,34,1.0,1324.5586476053056,535.8667081727308,1.0,1219.1468982255838,602.566605057503,1.0,1136.067001876247,627.9942161943512,1.0
track_0,35,1.0,1254.6671574169338,699.858522926678,1.0,1370.279056259268,662.6242512230997,1.0,1457.0553346637262,618.4959278968782,1.0
track_1,35,1.0,1331.866886900984,536.6199479192561,1.0,1226.8152167402227,600.7240948186916,1.0,1149.7822037630688,643.954912685922,1.0
track_0,36,1.0,1247.8575439453125,700.5353393554688,1.0,1372.270263671875,664.7984008789062,1.0,1460.4866943359375,612.465576171875,1.0
track_1,36,1.0,1332.4231540870571,531.9857207675487,1.0,1235.5321457649068,602.6980879808398,1.0,1159.9496104398318,647.019502133543,1.0
track_0,37,1.0,1228.3955078125,708.4385986328125,1.0,1352.5562744140625,680.9236755371094,1.0,1452.5780029296875,640.3627319335938,1.0
track_1,37,1.0,1349.3086203920973,540.461086111468,1.0,1243.7760901379445,599.4761468061973,1.0,1171.0161742218638,647.0052091565896,1.0
track_0,38,1.0,1220.3536987304688,708.8575439453125,1.0,1344.4613037109375,684.7951049804688,1.0,1452.200927734375,652.7075805664062,1.0
track_1,38,1.0,1361.2914494204738,536.5047696038316,1.0,1255.4306275878828,599.0218614475971,1.0,1196.863963937535,646.908884036799,1.0
track_0,39,1.0,1216.3587646484375,704.5378112792969,1.0,1340.6025390625,684.5719299316406,1.0,1452.6631469726562,660.0329284667969,1.0
track_1,39,1.0,1373.0399120708057,534.6722635786076,1.0,1265.6259787687015,594.730033990199,1.0,1208.6816966942456,646.3671106483864,1.0
track_0,40,1.0,1212.7998657226562,701.1033935546875,1.0,1343.0322978613483,680.8172805620302,1.0,1452.797607421875,658.7291564941406,1.0
track_1,40,1.0,1384.0370768491964,531.1181231274365,1.0,1277.96994765288,593.9988912785702,1.0,1219.1021096195373,643.9862869401518,1.0
track_0,41,1.0,1212.5411987304688,704.4698791503906,1.0,1343.5841087275662,681.9032787876579,1.0,1452.7857666015625,656.4034118652344,1.0
track_1,41,1.0,1406.1967203811007,523.863704035553,1.0,1312.7767422929223,579.755457220942,1.0,1227.4148017546224,640.729104339188,1.0
track_0,42,1.0,1212.8818969726562,700.9831848144531,1.0,1343.1707181094876,678.9052668852798,1.0,1452.8047485351562,652.7421264648438,1.0
track_1,42,1.0,1416.063775878604,521.113275924001,1.0,1332.6724243164062,572.3416748046875,1.0,1236.3058100024691,634.8478060841928,1.0
track_0,43,1.0,1214.3887329101562,700.8783874511719,1.0,1343.7027580901297,681.0034638625898,1.0,1452.8525390625,652.5845642089844,1.0
track_1,43,1.0,1426.8447070553586,520.7211697800086,1.0,1340.6981201171875,569.1065673828125,1.0,1245.7620385813102,631.9769805383742,1.0
track_0,44,1.0,1214.8856201171875,700.6880798339844,1.0,1343.168976620455,678.9240647592067,1.0,1452.989501953125,652.743408203125,1.0
track_1,44,1.0,1436.0033351007876,521.8785978619501,1.0,1344.797607421875,572.7048645019531,1.0,1252.1635722694791,630.7868519103629,1.0
track_0,45,1.0,1215.0270385742188,700.4698181152344,1.0,1340.73291015625,683.9452514648438,1.0,1453.1693725585938,652.5545654296875,1.0
track_1,45,1.0,1441.902133832386,521.8458105826957,1.0,1352.740478515625,573.0677490234375,1.0,1256.2469382887316,626.9978928865881,1.0
track_0,46,1.0,1218.271484375,700.5271301269531,1.0,1340.52392578125,683.8341674804688,1.0,1456.0602416992188,652.6119079589844,1.0
track_1,46,1.0,1449.5027273970018,523.6208409243457,1.0,1350.0915213156986,575.038163827997,1.0,1260.4537530515174,626.4733218258223,1.0
track_0,47,1.0,1218.4159545898438,700.4656677246094,1.0,1340.5323486328125,684.0677185058594,1.0,1456.173828125,652.55419921875,1.0
track_1,47,1.0,1455.6340806025448,527.325274146217,1.0,1349.1796057160527,573.5690314815421,1.0,1262.684639674664,626.932880381797,1.0
track_0,48,1.0,1218.3468017578125,700.4448547363281,1.0,1340.4840087890625,684.1020202636719,1.0,1456.0985717773438,652.5838928222656,1.0
track_1,48,1.0,1460.8033994262323,532.2727503360296,1.0,1349.593374183631,570.601100685006,1.0,1264.5518766124426,627.6481944199113,1.0
track_0,49,1.0,1218.2471313476562,698.6133728027344,1.0,1340.427001953125,684.19091796875,1.0,1455.9827270507812,652.5902099609375,1.0
track_1,49,1.0,1462.7331402089576,536.4105196496199,1.0,1355.9385988210745,570.8987598244152,1.0,1263.7272354213185,625.907625398303,1.0
track_0,50,1.0,1216.7777099609375,696.8186645507812,1.0,1341.9778366991147,679.7513761844872,1.0,1445.0055546474678,657.9881967347561,1.0
track_1,50,1.0,1468.2168587462838,540.9637667276382,1.0,1356.2822869043148,570.01063864018,1.0,1265.3501530297954,624.9373589359109,1.0
track_0,51,1.0,1223.896185006972,695.9048246922939,1.0,1341.4272245394045,681.6684460360576,1.0,1440.529838039388,659.0357021430532,1.0
track_1,51,1.0,1470.9726378082364,542.8353226949156,1.0,1366.5997924804688,570.80712890625,1.0,1269.3213761845732,615.4214165679189,1.0
track_0,52,1.0,1222.8988112449372,696.0210868864898,1.0,1339.5423520331074,679.6427484654375,1.0,1438.7369744233729,661.8358048269785,1.0
track_1,52,1.0,1475.9323294435044,546.8971256977455,1.0,1367.4412693577283,576.2993749941346,1.0,1270.2027556329915,610.1263740836029,1.0
track_0,53,1.0,1216.65087890625,694.7332458496094,1.0,1338.8296547698,682.2092550831323,1.0,1437.1235140456652,661.9920443516509,1.0
track_1,53,1.0,1482.2023755375849,553.331933451126,1.0,1368.5271606445312,576.2285766601562,1.0,1272.7064208984375,604.3466186523438,1.0
track_0,54,1.0,1216.6859741210938,692.7269592285156,1.0,1337.568063146544,680.713026089525,1.0,1436.8354891181284,664.173023685883,1.0
track_1,54,1.0,1483.3465062089358,562.374456963334,1.0,1372.557373046875,576.5692443847656,1.0,1274.578369140625,601.1912536621094,1.0
track_0,55,1.0,1220.215977255415,689.352670413084,1.0,1338.0732101019385,683.6878504233298,1.0,1436.409050498646,663.7964602089229,1.0
track_1,55,1.0,1482.5138980951017,570.9534702528119,1.0,1370.9884190336502,578.241296767035,1.0,1276.220586437878,600.4726135121747,1.0
track_0,56,1.0,1218.5510864257812,686.8681335449219,1.0,1340.4628295898438,684.35791015625,1.0,1436.565573916129,665.441728807619,1.0
track_1,56,1.0,1481.6644813487246,577.9245236302802,1.0,1374.8903139314996,583.0449623130099,1.0,1276.0251299538706,595.360239727021,1.0
track_0,57,1.0,1218.510498046875,684.6914672851562,1.0,1338.2467203382582,685.7037325720598,1.0,1436.4053203830772,664.4876312553973,1.0
track_1,57,1.0,1483.4662914679438,587.4105804684864,1.0,1373.80416235008,585.6278379734787,1.0,1277.2263679052746,592.1971760458279,1.0
track_0,58,1.0,1216.405517578125,684.7816772460938,1.0,1336.8303222643754,682.1324538205417,1.0,1437.338469764667,667.4796411010092,1.0
track_1,58,1.0,1498.637435266552,620.9628740352075,1.0,1380.477783203125,584.3600463867188,1.0,1284.3213500976562,585.2605590820312,1.0
track_0,59,1.0,1216.6346435546875,684.81787109375,1.0,1340.5126953125,684.4813232421875,1.0,1436.9215229959982,668.6968642950254,1.0
track_1,59,1.0,1496.7352294921875,640.1726684570312,1.0,1380.2401123046875,584.2093505859375,1.0,1284.2001342773438,581.2991027832031,1.0
track_0,60,1.0,1216.580322265625,684.6851806640625,1.0,1340.416015625,684.5708618164062,1.0,1437.1214214583097,667.0863630169795,1.0
track_1,60,1.0,1495.937713753097,629.9592915953916,1.0,1380.1676025390625,584.1778564453125,1.0,1283.9774780273438,580.802734375,1.0
track_0,61,1.0,1218.659423828125,684.3978881835938,1.0,1340.388671875,684.6351928710938,1.0,1437.6909893213106,669.3622193378012,1.0
track_1,61,1.0,1494.8857661592451,619.5155531333903,1.0,1376.755126953125,583.98974609375,1.0,1282.4937133789062,578.8350830078125,1.0
track_0,62,1.0,1218.729736328125,682.6043090820312,1.0,1340.3492431640625,684.6482543945312,1.0,1437.367388989555,669.5272734929382,1.0
track_1,62,1.0,1494.3141547296116,611.3968242786831,1.0,1376.7171630859375,583.7818603515625,1.0,1280.7979125976562,580.3132934570312,1.0
track_0,63,1.0,1218.7759399414062,682.4245300292969,1.0,1340.338623046875,684.6677856445312,1.0,1437.7881361930558,666.8240342484254,1.0
track_1,63,1.0,1493.5449180371586,605.4259146509352,1.0,1372.70556640625,580.834716796875,1.0,1280.5718994140625,580.2743835449219,1.0
track_0,64,1.0,1218.61669921875,680.5316772460938,1.0,1340.3084716796875,684.6736450195312,1.0,1437.3301858383766,667.7688255216214,1.0
track_1,64,1.0,1492.7896779808882,601.7057521542763,1.0,1372.576904296875,580.827392578125,1.0,1280.4072265625,580.2658081054688,1.0
track_0,65,1.0,1218.610595703125,680.5586853027344,1.0,1340.2847900390625,684.6552734375,1.0,1437.088561949916,666.1211856777506,1.0
track_1,65,1.0,1492.3312133905151,600.3156057380827,1.0,1372.51123046875,580.789306640625,1.0,1280.406494140625,578.70947265625,1.0
track_0,66,1.0,1218.6553955078125,680.6470947265625,1.0,1337.4795238617137,681.5043127912882,1.0,1437.4699029816184,668.4686196968784,1.0
track_1,66,1.0,1492.7954809332934,597.0519379427849,1.0,1376.38232421875,583.9852905273438,1.0,1280.4368286132812,578.7689819335938,1.0
track_0,67,1.0,1216.45263671875,680.772216796875,1.0,1336.8168354086774,678.5903751269296,1.0,1436.615551829781,668.9782835131363,1.0
track_1,67,1.0,1489.8313436860126,584.4224920182478,1.0,1372.5337524414062,584.2960510253906,1.0,1280.288330078125,577.2270202636719,1.0
track_0,68,1.0,1216.407958984375,680.8074951171875,1.0,1336.4952976765044,680.607812686992,1.0,1436.7137947226447,666.7314187775611,1.0
track_1,68,1.0,1491.6591888436992,571.4420187419177,1.0,1372.3432006835938,580.7749633789062,1.0,1280.2216796875,577.3323669433594,1.0
track_0,69,1.0,1218.6704711914062,680.8461608886719,1.0,1337.030388105254,678.7372342413893,1.0,1436.9204845270217,666.5640835767892,1.0
track_1,69,1.0,1491.801455084621,563.5654199425218,1.0,1372.5987548828125,580.1196594238281,1.0,1280.4494018554688,577.3619995117188,1.0
track_0,70,1.0,1218.769775390625,680.7100219726562,1.0,1337.3188237445192,681.8443523599016,1.0,1438.360206885662,663.632961908274,1.0
track_1,70,1.0,1493.1596967097926,553.6698307980757,1.0,1372.6259155273438,576.6701049804688,1.0,1280.5805053710938,577.2290344238281,1.0
track_0,71,1.0,1216.5611572265625,680.884521484375,1.0,1340.6064453125,684.5697631835938,1.0,1439.2121819311178,662.4805314467654,1.0
track_1,71,1.0,1500.765869140625,536.720703125,1.0,1375.9950719442209,569.6564578942442,1.0,1282.3040161132812,578.9734497070312,1.0
track_0,72,1.0,1216.560791015625,680.8815307617188,1.0,1340.4951782226562,684.5521545410156,1.0,1442.330931036165,658.3967205053651,1.0
track_1,72,1.0,1500.6185302734375,524.52490234375,1.0,1379.5168194966836,563.1038101771074,1.0,1288.5300276402177,585.4790338851224,1.0
track_0,73,1.0,1216.6063232421875,680.84814453125,1.0,1340.34326171875,684.187744140625,1.0,1456.0697021484375,652.7353820800781,1.0
track_1,73,1.0,1512.1064453125,512.0217895507812,1.0,1382.0170125020118,560.4536816885308,1.0,1294.6488209724607,589.9503171121735,1.0
track_0,74,1.0,1216.5899658203125,680.8265380859375,1.0,1340.3765869140625,684.7889709472656,1.0,1456.21630859375,652.9135131835938,1.0
track_1,74,1.0,1510.8862973226574,501.7465229878319,1.0,1387.6210168296902,557.9441549316142,1.0,1299.869338697406,590.3621593276117,1.0
track_0,75,1.0,1216.5789794921875,680.8648681640625,1.0,1340.3882446289062,684.7545471191406,1.0,1456.1710205078125,652.8412170410156,1.0
track_1,75,1.0,1509.1009905384458,498.3690831177412,1.0,1390.0266625084346,551.1479048830638,1.0,1304.353601072057,593.9520335038478,1.0
track_0,76,1.0,1216.6346435546875,680.8493041992188,1.0,1340.4291381835938,684.7161865234375,1.0,1456.2196044921875,652.7985229492188,1.0
track_1,76,1.0,1507.4233826765462,495.3669936477279,1.0,1390.7208783712754,548.4949043544436,1.0,1309.129686048583,595.6638099097312,1.0
track_0,77,1.0,1216.7052001953125,680.8311157226562,1.0,1340.4254760742188,684.6538391113281,1.0,1456.2473754882812,652.6966857910156,1.0
track_1,77,1.0,1503.045668468931,488.18890086128744,1.0,1392.40414688172,549.8147309993448,1.0,1311.9556165973506,595.7323638171059,1.0
track_0,78,1.0,1216.7672119140625,680.861572265625,1.0,1340.4217529296875,684.6200866699219,1.0,1456.265869140625,652.6679992675781,1.0
track_1,78,1.0,1493.199951171875,475.9632263183594,1.0,1393.1299499634492,546.4728041436788,1.0,1314.9569209333952,598.6178833343728,1.0
track_0,79,1.0,1216.7650146484375,680.8417358398438,1.0,1340.4900512695312,684.5643920898438,1.0,1456.3118286132812,652.5985107421875,1.0
track_1,79,1.0,1488.363177703971,468.9721449430724,1.0,1394.4119156283691,546.9786188873132,1.0,1318.3118329102397,599.1439277945568,1.0
track_0,80,1.0,1216.76171875,680.85595703125,1.0,1340.4093627929688,684.5613708496094,1.0,1456.092041015625,652.7658996582031,1.0
track_1,80,1.0,1482.531084503094,462.80487719238835,1.0,1395.2576143297815,542.1931748794633,1.0,1322.2466975325565,602.4613833003752,1.0
track_0,81,1.0,1216.7188720703125,680.8217163085938,1.0,1340.3905639648438,684.3763427734375,1.0,1456.060791015625,652.5320434570312,1.0
track_1,81,1.0,1474.5067883301608,455.3176683367549,1.0,1395.811359401217,540.506804702067,1.0,1328.7269358867788,602.8930598707009,1.0
track_0,82,1.0,1216.8935546875,680.7822265625,1.0,1340.3374633789062,684.5198974609375,1.0,1456.1015625,652.5461120605469,1.0
track_1,82,1.0,1469.2220040415189,450.92525690466545,1.0,1400.3360134185027,541.2699704464278,1.0,1334.4598855160607,601.0162477102984,1.0
track_0,83,1.0,1224.0032958984375,692.56103515625,1.0,1340.5371704101562,684.0924072265625,1.0,1452.9876708984375,652.57275390625,1.0
track_1,83,1.0,1463.9893856144051,446.94537609509973,1.0,1405.8934882331323,536.5204560380463,1.0,1342.4093000201326,600.3359167946548,1.0
track_0,84,1.0,1224.0372314453125,700.5874633789062,1.0,1340.539794921875,684.7037353515625,1.0,1452.6034545898438,652.8228149414062,1.0
track_1,84,1.0,1479.6007598265826,418.73028682381886,1.0,1428.1615308070768,523.7429686326474,1.0,1357.7475724874266,593.6730218449043,1.0
track_0,85,1.0,1223.914794921875,700.7242431640625,1.0,1344.104248046875,684.87451171875,1.0,1443.6097400446174,654.7927438495608,1.0
track_1,85,1.0,1480.1104736328125,408.0226745605469,1.0,1444.1583251953125,516.2705078125,1.0,1382.135203887342,594.9620054463492,1.0
track_0,86,1.0,1224.38037109375,704.3690795898438,1.0,1344.21728515625,684.4197387695312,1.0,1440.371585395463,656.33933398474,1.0
track_1,86,1.0,1480.7066650390625,392.2986755371094,1.0,1448.0970458984375,512.3032836914062,1.0,1396.5252075195312,592.0809631347656,1.0
track_0,87,1.0,1224.6412353515625,704.5083618164062,1.0,1344.5263671875,684.2557373046875,1.0,1438.4620333561163,654.8923128151412,1.0
track_1,87,1.0,1480.841064453125,384.04437255859375,1.0,1449.0166015625,512.5571899414062,1.0,1404.2420043945312,592.3710021972656,1.0
track_0,88,1.0,1224.571533203125,704.478759765625,1.0,1344.4921875,684.2825317382812,1.0,1438.5056785643096,657.1219105971588,1.0
track_1,88,1.0,1472.23681640625,372.2536010742187,1.0,1452.6124267578125,512.5337524414062,1.0,1408.4826049804688,588.6541442871094,1.0
track_0,89,1.0,1224.521728515625,704.448486328125,1.0,1344.5125732421875,684.1507568359375,1.0,1438.0861541527336,656.9417280438038,1.0
track_1,89,1.0,1464.47412109375,360.78118896484375,1.0,1456.4180908203125,504.65423583984375,1.0,1420.5248413085938,581.032958984375,1.0
track_0,90,1.0,1224.336669921875,704.5521850585938,1.0,1344.4329833984375,684.3082275390625,1.0,1438.0284685134577,653.7838753095766,1.0
track_1,90,1.0,1460.0771484375,352.3325500488281,1.0,1460.093017578125,492.4821166992187,1.0,1436.2586669921875,572.9463500976562,1.0
track_0,91,1.0,1224.1055908203125,704.6720581054688,1.0,1344.3082275390625,684.4772338867188,1.0,1438.3757599498629,654.4225137898552,1.0
track_1,91,1.0,1456.467529296875,340.4309997558594,1.0,1464.484130859375,484.366455078125,1.0,1448.1357421875,568.1431274414062,1.0
track_0,92,1.0,1224.304931640625,704.6213989257812,1.0,1344.2061767578125,684.3562622070312,1.0,1439.2259145777532,652.1584740841063,1.0
track_1,92,1.0,1452.8087158203125,328.054931640625,1.0,1468.6124267578125,476.40338134765625,1.0,1454.0741397262625,557.8256384782654,1.0
track_0,93,1.0,1224.3922119140625,704.7169799804688,1.0,1344.41748046875,684.3458251953125,1.0,1442.622322409318,652.7119317717255,1.0
track_1,93,1.0,1450.1974228663362,327.5319875574037,1.0,1462.996676715566,455.21690888675505,1.0,1449.9849073934347,543.2759673251139,1.0
track_0,94,1.0,1224.2193603515625,704.7550659179688,1.0,1344.4072265625,684.4964599609375,1.0,1440.7495734948966,653.6711297186334,1.0
track_1,94,1.0,1444.203369140625,300.4410400390625,1.0,1472.531982421875,448.5378723144531,1.0,1460.5524489205695,554.8176001703077,1.0
track_0,95,1.0,1224.285400390625,708.26904296875,1.0,1344.321533203125,684.6299438476562,1.0,1440.786934169065,651.3737006436751,1.0
track_1,95,1.0,1436.5523681640625,288.1028747558594,1.0,1472.59033203125,424.3914794921875,1.0,1460.5634650343502,556.574439301249,1.0
track_0,96,1.0,1224.3035888671875,708.2846069335938,1.0,1344.3284912109375,684.61572265625,1.0,1452.168701171875,648.5771484375,1.0
track_1,96,1.0,1436.018709072169,291.18959012161093,1.0,1463.0128708055863,408.5346153127736,1.0,1471.5519844388537,514.1396248770793,1.0
track_0,97,1.0,1224.2454833984375,708.3309936523438,1.0,1344.35107421875,684.6094970703125,1.0,1452.1883544921875,648.60986328125,1.0
track_1,97,1.0,1430.009420737974,279.2754616588554,1.0,1464.9665182994322,394.0366248190774,1.0,1475.4325529729465,497.74874582367113,1.0
track_0,98,1.0,1224.163818359375,708.3782958984375,1.0,1344.314697265625,684.6919555664062,1.0,1452.1728515625,648.62451171875,1.0
track_1,98,1.0,1420.234375,252.48361206054688,1.0,1464.558349609375,372.2978515625,1.0,1488.4151895978268,477.7351246880039,1.0
track_0,99,1.0,1224.2996826171875,704.8778686523438,1.0,1344.357421875,684.656494140625,1.0,1452.1785888671875,648.5755004882812,1.0
