frame,animal_0_Nose_x,animal_0_Nose_y,animal_0_Mid-center_x,animal_0_Mid-center_y,animal_0_Tail-base_x,animal_0_Tail-base_y,animal_1_Nose_x,animal_1_Nose_y,animal_1_Mid-center_x,animal_1_Mid-center_y,animal_1_Tail-base_x,animal_1_Tail-base_y
3011,312.74755859375,668.722412109375,416.980041503906,596.355346679688,496.380889892578,552.603515625,611.844482421875,548.365417480469,728.502014160156,504.549591064453,824.813049316406,484.066833496094
3012,300.223205566406,676.821899414063,404.307495117188,603.880737304688,488.048889160156,563.980834960938,592.719848632813,564.72705078125,708.514770507813,524.238403320313,812.018798828125,492.154907226563
3013,292.294738769531,684.481689453125,392.91571044921903,608.851501464844,476.864135742188,572.296875,575.864685058594,576.688842773438,692.679626464844,532.703979492188,792.199462890625,492.392364501953
3014,280.616302490234,684.590209960938,388.589782714844,616.3955078125,468.853546142578,576.605834960938,556.647399902344,584.896362304688,676.812133789063,544.398071289063,768.982666015625,496.469512939453
3015,276.635192871094,688.627075195313,380.925842285156,619.90966796875,460.324676513672,576.647705078125,540.521606445313,596.54150390625,668.314636230469,552.510681152344,752.677490234375,512.093078613281
3016,276.867309570313,692.262817382813,377.041198730469,615.990417480469,452.354736328125,572.722045898438,531.936950683594,608.614196777344,648.615600585938,572.170959472656,744.009887695313,536.735961914063
3017,276.864318847656,688.886962890625,380.70965576171903,607.844543457031,448.408569335938,567.947875976563,517.093688964844,617.147155761719,632.464233398438,588.318359375,709.107543945313,540.748413085938
3018,276.436309814453,688.655395507813,384.47900390625,600.420104980469,448.119354248047,560.723999023438,504.290374755859,632.536743164063,620.29296875,596.696533203125,700.493469238281,560.481201171875
3019,276.415618896484,688.657348632813,388.423645019531,600.24755859375,448.34423828125,556.831359863281,488.038787841797,637.096435546875,604.881286621094,608.235473632813,694.4647556806184,575.7378863742734
3020,276.163146972656,692.3544921875,384.58953857421903,600.478149414063,450.8389892578125,556.618621826172,475.796142578125,632.706420898438,596.201293945313,615.888366699219,687.7115639752924,584.617932371224
3021,272.491760253906,696.372802734375,384.827941894531,604.142517089844,448.7789154052735,556.6826171875,471.2767950868248,636.9999565035897,584.704040527344,620.418884277344,681.2929731319954,591.4234078708647
3022,286.91582906102445,689.3441568504142,412.012573242188,600.311950683594,444.776077270508,558.4749755859375,466.9494009812489,641.7606127663273,576.675659179688,624.731323242188,675.3639353335296,596.2711962457283
3023,283.2933140288832,689.2898291736567,408.76788330078097,600.790893554688,444.45281982421903,559.96728515625,462.0899767364283,645.1815166621519,568.318359375,628.739135742188,664.715942382813,608.462951660156
3024,284.5450385041767,694.1056444064989,408.811157226563,603.917724609375,444.648651123047,556.431030273438,456.9911786009011,647.0901964506037,564.440124511719,628.722900390625,660.3798828125,604.605041503906
3025,286.71649571271973,692.9493763222586,412.07177734375,604.281555175781,444.822113037109,556.353332519531,451.95451507884206,650.3260000497652,560.778930664063,632.171447753906,653.0830078125,600.460205078125
3026,284.9592588899226,695.4102660131131,408.811431884766,604.654724121094,444.888641357422,555.876770019531,446.3392535042075,652.1201454804809,553.8863307769496,630.4297510873064,648.205444335938,597.006958007813
3027,285.14249096461106,699.517997908072,408.6917114257815,608.350463867188,448.088684082031,552.558471679688,439.4165798045393,652.5802788478318,547.3191584818898,633.7202027724248,640.021240234375,600.544128417969
3028,283.79689930360973,700.2334378978445,408.2998046875,610.3726806640625,448.24578857421903,552.475830078125,432.20863364137904,654.4794137792732,539.2169999684197,634.4940584406174,627.125705964622,608.1974056543435
3029,280.4709202801614,702.0121932441721,388.66897249215106,612.7175805568191,448.193084716797,552.618530273438,420.75915436001947,654.5469614120675,520.804321289063,640.25244140625,619.3054210279266,612.3325032373957
3030,276.21655997306095,695.7849817217857,379.4943419016538,611.2916031977303,448.265869140625,552.471923828125,411.7994432133567,656.3630915654059,508.4737091064455,640.344665527344,608.786865234375,620.743408203125
3031,276.0391980043419,686.8063574146862,374.6285029963019,610.4169858659055,446.7942527349874,555.8984595740011,404.3334625713813,656.1121876009719,498.59016418457,642.483093261719,604.478881835938,632.110656738281
3032,271.3931948251501,681.4115488741463,372.6145891504558,611.3095855611766,443.6526332885645,557.184318078571,400.12051374320833,654.1550796661453,496.8027382010833,646.0708105720307,600.149108886719,640.590087890625
3033,266.7908629123816,677.585024479138,368.8955640908923,609.9562653683374,442.17245378943574,559.1478123257197,397.2110471853639,654.4756730081554,497.0733410560887,649.0346038314782,594.6600953864639,640.3171214186839
3034,260.7438788644396,673.105280866815,367.5693636202117,610.6930032104397,439.7048623346445,559.7870287903979,394.9552323338916,656.0048728609719,495.6120332505655,649.4468153892076,592.5329539232756,642.9705376914887
3035,253.95985545107635,662.6689101466213,364.0863948873507,609.8488628189015,437.7605066848321,561.8897906642064,392.5615178058454,656.0873245372732,493.9079518525287,653.0962860560529,590.7864857291747,643.8334430316927
3036,248.357269287109,656.095886230469,360.367614746094,612.176208496094,440.146484375,559.959106445313,393.2025135326636,657.7395612959622,488.23211669921903,660.820861816406,592.614318847656,644.951965332031
3037,228.634887695313,652.13916015625,348.388702392578,612.318603515625,426.8086846173105,566.7284328074999,391.02116243278755,657.5017663184135,490.8149440035552,658.2647389511276,587.1393752596098,646.7225206265139
3038,215.959365844727,648.350830078125,336.149353027344,615.734252929688,419.75753314731384,569.2292036876894,389.0778933607676,657.7401853207626,487.87926815633017,657.1524942311477,584.9558300338556,648.7290400660154
3039,204.186065673828,648.782043457031,330.6987915039065,612.346649169922,412.6898454575049,569.6732724397472,386.33950002009954,657.4102890504304,485.6382072073925,659.2440690028192,588.368774414063,648.651733398438
3040,196.374252319336,653.203369140625,324.211822509766,608.652160644531,405.622493434707,568.165015337157,382.31056903626575,658.1291368412983,484.302307128906,656.350463867188,588.181213378906,651.789916992188
3041,188.697219848633,660.964233398438,312.763549804688,608.510009765625,399.7079609639971,568.9588817203238,378.46627722218074,656.8971684462055,477.79945530801854,658.2381218679902,574.2504838122629,650.614916274199
3042,188.102447509766,668.255249023438,308.545013427734,612.404663085938,393.912099659801,567.8562071561779,375.4662856378266,657.2879689963685,471.9468908785151,657.9870055033068,567.2959930426184,651.5093151928514
3043,180.885650634766,669.202392578125,304.167633056641,616.885131835938,389.07100125691,569.0688136679523,373.487277715666,655.6919575143854,464.90472502542326,660.1969219209167,559.9244769732891,649.6564882466166
3044,180.422882080078,676.578002929688,296.833282470703,616.677062988281,384.1695745261832,568.3744239906829,369.99152377903994,657.6042127142849,458.1792112605347,660.696410348323,553.7432292649413,649.9192361421333
3045,184.6718120476532,680.2710682101175,289.7376799661004,617.6049879681696,368.7158768652564,571.455502097824,363.700114972727,657.4377082754047,453.0763350269232,663.7317389377715,548.6252654285363,648.2334995385195
3046,184.02889729699484,682.3579169498774,286.88867020777656,619.5484554309286,364.472534179688,568.56884765625,318.87708269840056,674.6090182708049,448.719482421875,664.352722167969,548.609375,644.940673828125
3047,172.476547241211,692.263916015625,279.77448367053984,617.7576472070054,361.967185380733,569.5755205883721,321.40276819654355,674.4940532174601,444.639312744141,660.731872558594,544.155639648438,648.4580078125
3048,172.904907226563,696.77587890625,284.75407836163146,622.5153844850483,361.5461981037198,568.9169391907998,320.1413751606855,673.7175559013788,440.3924009122184,661.1412209770656,539.975524902344,652.506652832031
3049,181.7881475044448,697.2839504278861,312.451599121094,616.642822265625,362.43677209718624,569.0680946887985,321.2592206386942,674.0502565785065,441.9949487824008,658.926459752948,540.075988769531,656.032470703125
3050,181.79581729280503,697.2858608592502,312.4573364257815,616.6416015625,364.25451745749774,571.7204455213594,321.8777940760277,672.9680306546231,443.21834110802,659.922771919934,540.076904296875,656.050903320313
3051,183.35603437394073,700.3857904071939,312.3302307128905,617.069610595703,363.88166069920067,574.4362245457856,322.28481379733967,673.1749737872044,443.6943832214848,658.1903335733397,543.868286132813,652.696166992188
3052,182.974861298689,702.018560143037,306.4431762695315,610.7414855957035,356.817443847656,583.970520019531,321.85197112573945,671.9863122817617,443.89448796684746,659.7339854526437,548.734741210938,644.743530273438
3053,176.7305820302324,704.2663486271149,302.6436157226565,616.3923645019535,353.171844482422,584.183532714844,320.92066647700864,672.031916505476,442.9012771657044,658.6825411131738,548.62744140625,644.891174316406
3054,167.01591619218345,705.8092790321972,294.605484008789,620.3877868652345,348.589019775391,584.578674316406,318.60819278974856,670.751325014177,441.49298582640785,660.9848342029776,544.834838867188,648.238159179688
3055,177.57594272508055,698.1688718032368,288.4644470214845,624.2715759277345,344.837724785103,580.1342568739256,316.132469596049,670.6092595542539,438.52528163068416,660.879723123431,540.168701171875,652.163391113281
3056,175.1198933196453,697.5738457107698,280.5424194335935,628.203826904297,343.80405008847066,577.0671828132791,312.3467185378368,669.1216759091265,435.7478826187409,664.1290235065923,528.465576171875,652.289184570313
3057,174.1123501062912,698.5535349577639,272.830795288086,632.1030883789065,343.4642223408385,577.3117395596763,309.5757221079566,668.3538866314892,431.9703360164199,665.4119355035393,519.800659179688,656.09716796875
3058,172.24103680983413,698.3979123262618,268.4940032958985,632.2842102050785,341.6502903457732,576.340074713618,306.849215716518,668.8460637721713,428.2539206460725,663.8059994784809,511.940277099609,660.432312011719
3059,171.75224280543105,699.9740161520282,266.50849914550804,632.2743225097655,341.5133801570729,577.5502011328934,304.470953283536,668.0136782380224,425.96444771147367,664.8452199514514,507.955657958984,664.475280761719
3060,170.79006694049673,700.2131749799394,266.5164642333985,632.277954101563,340.4314441994853,577.3347563213027,302.79474009367385,668.3846309419484,423.9637013135551,662.9342586791088,507.970794677734,664.499267578125
3061,171.03127152498254,702.3629473665213,266.6914672851565,632.1805419921875,341.16699888520105,579.1448712873212,301.66503611157145,667.4354380063362,423.1419958451962,663.7878313839624,507.964233398438,664.865844726563
3062,170.77383505418334,703.3150475069336,268.519088745117,632.1897888183595,340.78486334356546,579.8801566855963,301.1236763328865,667.6816602417338,422.4576415500159,661.8220536070473,508.404296875,664.62158203125
3063,168.89865802752956,703.546337325188,272.6958160400395,632.2835388183595,339.49322030744275,579.0323770309003,300.8968013180852,666.5796005511706,422.6280897742711,662.7774106540701,508.547271728516,664.413024902344
3064,167.143528685964,706.4043443114914,276.6233825683595,632.6900024414065,339.05390470213496,580.5839704294348,301.1940070753076,666.6338908179293,422.7935554846747,661.0550062929012,508.847625732422,664.291381835938
3065,149.64621351325735,719.3227307930069,276.3724060058595,632.6255493164065,337.4848683986391,580.9693448743365,301.45539939341586,665.3009695969284,423.7421993462731,662.3721769617879,512.780456542969,664.327880859375
3066,145.60220617672718,720.5548419264999,272.915710449219,634.722442626953,337.9356276823758,583.2823727816522,302.10767932354634,665.0741434000964,424.2467013160155,661.1242893498458,519.970703125,664.513061523438
3067,147.53115333991448,720.6660111657202,274.6825561523435,634.5936584472655,337.28260687239896,584.8220205664039,301.99964480267766,663.4372404148019,424.9646587811805,663.0909554806292,520.122985839844,664.59033203125
3068,169.0985641671369,710.4761649200345,276.108459472656,632.556396484375,330.387493206999,586.0762987014617,299.8333611919689,663.2323787075984,420.33465576171903,664.745971679688,520.176147460938,668.48583984375
3069,175.25171036460588,709.742096027654,276.593048095703,632.596313476563,340.07387054561127,587.3062251101298,299.35877413353,661.1333834527168,420.6708984375,664.638671875,520.114990234375,668.895568847656
3070,179.90630349687444,708.5013103261546,276.582153320313,632.600341796875,347.34229055236136,588.3538746601528,299.77821222381294,659.9425085957228,420.658630371094,664.636596679688,520.109497070313,668.897888183594
3071,183.5432931680948,706.3854840203896,276.95849609375,632.349548339844,353.10261474751184,588.2185818036622,300.2570375621596,659.9689148940371,424.024780273438,664.367553710938,520.546875,668.355346679688
3072,189.4192775980702,705.4189550061253,280.818511962891,629.097961425781,361.1102074678467,590.2451206087413,298.36068781567303,658.5474900004845,420.666625976563,664.33740234375,520.656555175781,664.422729492188
3073,195.89125524380427,702.7171921370957,289.1622786283842,625.5447629755046,367.7175552681179,591.5225699739029,295.9460844195211,658.0983184351379,416.679565429688,661.039306640625,520.15869140625,660.902160644531
3074,211.29586811147203,697.7867615581564,296.5292528915244,627.0165612868071,373.36544094829793,591.4720406390128,292.392510901869,656.3230773538744,412.381805419922,660.593811035156,516.065307617188,660.173217773438
3075,213.3167842036676,693.1519967406114,300.926342074301,626.8781230010745,380.7622903022726,592.3961604158635,288.71653856584584,655.7342797027255,408.5746765136715,660.241241455078,508.865051269531,656.365539550781
3076,210.70355063048933,687.0629437947865,302.33594636034763,625.0122218255476,389.5058554327728,594.5525659119068,284.9745545255163,647.1794188341757,415.3686283933859,653.3109628978702,516.828002929688,656.503662109375
3077,207.5530548984554,679.6770387222256,313.34770664150875,619.1652715456252,392.6048020031525,593.0856701846212,291.76404436094793,646.9103296538428,417.17069856617087,650.3426336973857,514.7927147861567,657.4888373855217
3078,206.1601745218223,672.4542974320041,314.22877336021736,616.8961477483601,400.65655150444536,596.7789866467991,296.982473705314,645.0315695426673,422.3000030517574,648.671081542969,523.855712890625,656.510864257813
3079,204.1551151322746,664.0526872916716,318.9551045699271,614.1223597688264,405.4752155276518,602.1558361413568,299.41698944055287,644.4828909946555,424.114395141602,648.716979980469,519.5394844679666,656.6957531014818
3080,201.3358363742273,641.0885554899023,319.2982681074847,611.6898970376249,443.216637986696,623.6521819995596,299.8643892550226,642.4095661655977,424.18704223632847,648.7344970703125,519.3137713102461,655.4424266058921
3081,208.679931640625,628.534362792969,322.5210037996878,614.9156715924138,433.2375445075262,624.2881715152623,298.85320462236325,642.4782627740021,422.65873718261696,648.617401123047,524.271728515625,656.706481933594
3082,210.97124796213075,629.3375215434702,322.6646765232718,615.6620450829072,427.85295722826635,626.0522405410611,296.30914610081567,640.9274240110094,422.861297607422,647.9119567871095,524.548400878906,656.419921875
3083,209.25242942707703,625.0839169680712,321.14445629904384,613.8232531772194,424.4921152132666,629.1188447638041,272.3674796888438,638.7248124774445,425.7959899902345,644.6931762695315,524.428344726563,659.949584960938
3084,207.0080979061618,619.4671309295419,313.2721011308006,617.0313049069225,415.621681710321,630.4513616103225,274.6701940336409,640.7341741012394,428.214721679688,640.81884765625,524.404663085938,660.205810546875
3085,205.32014871665825,614.9493222514506,310.47800434150975,616.4976133302576,413.24434887790744,633.6362946601703,299.86303177178354,634.9137649512874,428.512329101563,640.6865234375,524.322998046875,660.534240722656
3086,203.20441994244885,609.0788873969018,307.388693796763,619.1248394501964,409.9256824029637,635.0890883145538,303.63134677486016,632.9480350010227,428.537902832031,640.262145996094,524.365844726563,660.562377929688
3087,211.4062540515675,612.4891573686294,284.544799804688,624.961059570313,407.48374188632727,638.0748601505085,305.3878892542648,632.0974939721431,428.117370605469,640.292358398438,524.193786621094,660.73486328125
3088,224.440414428711,571.833984375,284.905456542969,620.403930664063,405.13185783844744,638.4358388071612,305.2917336142433,632.4404545288099,424.478088378906,640.772827148438,524.511474609375,660.641662597656
3089,236.442855834961,552.622009277344,288.796325683594,612.960693359375,403.8982224364094,641.1182792064059,305.59469969859725,631.4149769219471,424.463317871094,644.094970703125,524.557006835938,660.432250976563
3090,236.454452514648,552.613342285156,288.800537109375,612.9482421875,400.1143111059412,642.6625079647297,305.7124251853108,631.3886105152632,424.477355957031,644.101928710938,524.568115234375,660.435241699219
3091,240.247131347656,532.182739257813,299.39467770906396,601.6915461258641,396.1095797642338,641.6021324572652,305.1983123389149,632.6465271925979,424.226745605469,644.627807617188,524.440307617188,660.851135253906
3092,228.37712371990767,515.577230427549,302.06079176106186,593.7852418171831,392.9290901133091,639.5529074322899,304.57331677332076,632.4901245474456,422.4757080078125,644.94189453125,524.59228515625,660.897155761719
3093,230.8433291823634,499.4651748409652,301.5563190301165,587.5391877237801,390.65600837020014,636.0800667085973,303.7707955152895,633.5470059692453,422.5456695556645,645.0239257812505,528.100952148438,660.5419921875
3094,230.9056197337953,485.5145630909095,303.12087112138346,576.8190185312635,387.1708745772308,634.883965851006,302.82764686015537,633.1939658714186,422.14161682128895,646.459869384766,528.494506835938,657.022705078125
3095,236.00398207853945,460.3843871403054,304.49378980563444,568.7301389144367,382.9376830675771,631.9096633824843,300.33117717427666,633.9938563291314,418.33247375488304,648.1414794921875,528.313354492188,656.630310058594
3096,231.43581346880708,467.37771067527336,304.4038010555561,563.5166458055741,379.6083134328403,627.4636977624332,297.50320097690917,633.1954119590588,414.3325805664065,648.3593750000005,524.723022460938,660.110534667969
3097,231.93897877894344,462.10087900246936,301.6852511807186,559.7925587630305,378.0295449057644,622.6015921979193,293.95177874119594,633.5932258996339,410.626113891602,648.1750793457035,524.05908203125,660.20556640625
3098,231.14395289903825,457.5264758060319,301.09602211273193,554.6766489447597,375.33174574722534,618.5307461149341,290.6357533605846,632.5023846321793,410.07218933105503,648.5348205566405,520.344909667969,660.4384765625
3099,232.75005150536285,451.9296632477988,297.75071526748695,551.0999354142208,374.12368434768814,613.564199677943,285.26464966468814,632.5318911393541,405.8927612304685,648.3362121582035,516.205322265625,656.5859375
3100,242.7074696120644,458.118193906109,295.8730413120143,545.7209058087619,371.55152197733435,608.9203555281814,279.509227828549,630.8522096115707,405.90278625488247,648.3326721191405,516.205078125,656.593383789063
3101,229.17673283930088,438.2386892862536,289.9547420767698,540.4556531205155,370.45354249931455,603.1847362877236,268.0424640586893,630.1181969047376,388.600555419922,646.230682373047,496.449188232422,656.723876953125
3102,224.2933464514907,429.6500298506194,285.6719804023958,533.5692370865218,368.1376258035375,597.8826531563833,264.167297363281,624.8720703125,374.339553833008,646.3488159179685,476.3178816415759,665.4849308892558
3103,216.43502054557425,407.9033401198908,272.5628083351498,506.10072966531015,358.42617504136956,584.6451539853098,248.538818359375,621.008117675781,356.74853515625,648.752868652344,464.5307644686135,671.8070166642055
3104,208.709213256836,396.780029296875,264.274688720703,496.509216308594,348.13000897413536,579.4610850346162,239.989776611328,620.84326171875,344.529144287109,649.221557617188,452.203063964844,688.722229003906
3105,203.998748779297,396.456237792969,260.52490234375,488.825927734375,341.1341437119288,575.355689228565,232.776214599609,619.746765136719,332.644348144531,652.225708007813,444.015960693359,688.356811523438
3106,200.91374206543,392.478363037109,260.63134765625,488.490478515625,338.71603725115796,574.030945274754,231.784255981445,612.548034667969,320.551696777344,652.506774902344,435.860382080078,688.787475585938
3107,208.592437744141,392.186401367188,260.745269775391,484.688232421875,339.5936253215868,573.8098124790961,228.56623840332,608.32373046875,312.730224609375,648.765380859375,429.114959716797,644.6533203125
3108,220.171127319336,392.269989013672,260.298034667969,484.650573730469,344.16665995776253,575.9710373101874,224.694076538086,607.675598144531,308.741516113281,648.465942382813,425.1834611273272,652.7411999065874
3109,264.488708496094,404.467132568359,260.875183105469,496.827880859375,364.5045938492162,592.4483003024951,224.071929931641,608.056945800781,308.676391601563,648.783508300781,423.413733403813,653.9792507314661
3110,267.51746793554287,396.79324621030594,289.88017812950505,500.2411329825104,346.23789432559784,590.680235055543,224.106384277344,612.254516601563,312.38720703125,652.686828613281,425.00927734375,652.323303222656
3111,282.93350726404475,398.17949825785433,299.5046018679787,500.27709320361726,344.66972092780134,593.9653536431645,224.413330078125,620.145690917969,316.4395294189455,659.7044067382815,429.048217773438,652.722961425781
3112,299.498515124646,397.5430006129065,308.43025191723797,505.9748145134798,346.8739675396749,599.2380551505314,228.572906494141,624.120483398438,320.085998535156,660.631286621094,436.568145751953,656.388549804688
3113,317.292082807896,395.94376039885526,314.4708819682226,510.3500458266165,349.4783230319818,601.6929767550041,235.997192382813,624.3974609375,331.33315579936203,657.6631172318619,434.52325995255313,658.2703975842821
3114,335.59565657054213,393.8444327420043,322.0828344255792,511.11613865926427,351.1195502134934,604.6512921895763,232.24680906318275,620.7220732831241,334.78958710951304,656.072692915995,434.684272114341,661.3566366244254
3115,354.2797460739305,390.9743121279656,325.01753152784653,514.4487892172542,351.34931670475135,603.4113824085423,236.359985351563,616.859619140625,332.4692993164065,662.527069091797,435.9857447189896,662.8337636768642
3116,396.680999755859,432.31866455078097,320.024383544922,516.083923339844,350.84840789224296,599.7732545421936,240.574951171875,609.229370117188,336.138793945313,661.158813476563,444.1579284667965,660.038269042969
3117,397.0848495762193,385.642501509588,341.2611635632904,487.5019949683175,342.30385481458995,588.7119984771159,247.766021728516,604.299255371094,336.251708984375,660.851928710938,444.721130371094,664.26953125
3118,415.1723489205124,375.35528326532346,351.16359631854334,472.53475000855786,333.00133941259753,572.4597179184178,248.500396728516,604.408508300781,336.299438476563,660.409240722656,444.873016357422,664.512573242188
3119,440.444305419922,380.961364746094,352.699981689453,460.335754394531,301.07468682731627,537.5898267937635,252.483184814453,604.386901855469,336.442077636719,656.893371582031,444.907592773438,664.233642578125
3120,456.616119384766,368.00030517578097,368.635131835938,440.297393798828,300.353607177734,508.210815429688,252.910171508789,599.98095703125,336.51806640625,656.510009765625,444.806976318359,660.556518554688
3121,464.690155029297,352.938201904297,380.347900390625,428.43426513671903,312.334381103516,493.193420410156,256.812744140625,588.036682128906,332.780944824219,656.1796875,444.1826171875,664.704956054688
3122,472.21826171875,340.428588867188,391.97723388671903,416.145690917969,323.824981689453,484.172912597656,264.524017333984,575.711486816406,332.377380371094,652.719421386719,440.565277099609,668.111389160156
3123,480.12841796875,325.023986816406,403.897735595703,404.940185546875,339.908081054688,472.786590576172,268.393859863281,564.153442382813,328.43701171875,648.775268554688,436.726684570313,668.194030761719
3124,484.309143066406,316.913543701172,411.959594726563,397.125915527344,348.236999511719,457.290466308594,272.557067871094,552.906066894531,324.832550048828,644.636291503906,432.800933837891,668.512878417969
3125,488.333374023438,317.158081054688,416.338684082031,393.005310058594,348.884033203125,449.19952392578097,276.747802734375,540.636291503906,320.900024414063,636.570190429688,428.662719726563,668.447021484375
3126,488.701354980469,320.385925292969,416.559936523438,392.78155517578097,348.798675537109,445.032592773438,276.859313964844,528.299926757813,320.076324462891,628.193725585938,420.212036132813,668.534301757813
3127,488.341766357422,320.487426757813,413.010772705078,392.496612548828,348.617004394531,444.258514404297,288.223571777344,512.05126953125,312.638549804688,616.542724609375,408.196899414063,672.333740234375
3128,484.093933105469,320.538818359375,412.230621337891,392.74835205078097,348.152770996094,441.1015625,288.188903808594,504.226715087891,308.582214355469,612.497497558594,399.919342041016,676.507080078125
3129,480.428283691406,320.832824707031,412.008666992188,396.33563232421903,347.955627441406,444.163696289063,288.727233886719,496.378082275391,308.146362304688,608.266723632813,392.455139160156,676.789306640625
3130,476.833923339844,328.17529296875,408.23370361328097,396.557952880859,344.769287109375,444.471435546875,292.195434570313,488.658752441406,304.399108886719,600.798095703125,388.039520263672,676.425048828125
3131,480.876983642578,348.311737060547,400.904144287109,400.400299072266,340.954345703125,444.49871826171903,289.017944335938,484.436889648438,304.339660644531,596.28662109375,373.23043694206535,673.766735442402
3132,484.676574707031,364.416625976563,396.14971923828097,400.365661621094,339.9119873046875,447.9428863525395,288.697448730469,480.04150390625,300.871673583984,588.651428222656,362.5505157469838,673.4885017133897
3133,484.665893554688,376.837280273438,392.08563232421903,400.87109375,336.24734497070347,446.26799011230503,292.140991210938,472.834320068359,300.349456787109,584.448974609375,353.7085569268081,672.8341157740331
3134,484.668121337891,388.270172119141,388.90850830078097,404.229309082031,336.374938964844,444.740707397461,293.026000976563,472.371551513672,300.457702636719,580.527160644531,346.38880374900975,671.5164131228782
3135,484.393646240234,396.079345703125,388.687896728516,404.224365234375,334.2149658203125,442.4303741455074,296.539123535156,468.022094726563,296.13232421875,576.89892578125,340.51761652878326,669.4425020221204
3136,483.89617919921903,400.604156494141,388.064880371094,404.140869140625,331.967803955078,440.22798156738304,300.536193847656,456.83856201171903,292.313537597656,572.925354003906,336.2983376878474,666.8815544771855
3137,480.988189697266,412.593383789063,384.829345703125,400.443237304688,329.10398864746105,436.580017089844,300.697937011719,449.061767578125,292.271606445313,568.697326660156,333.9749302187349,664.4194909975513
3138,480.668334960938,420.492370605469,383.981384277344,404.124267578125,328.5407867431645,435.8536224365235,304.674835205078,448.350189208984,288.759002685547,564.965637207031,333.5807268229811,662.5853718129126
3139,484.587310791016,424.22802734375,380.696075439453,408.211364746094,325.130798339844,431.600646972656,304.327880859375,445.36688232421903,288.279418945313,564.192810058594,325.0518952703314,660.5801587273905
3140,488.460205078125,420.45965576171903,380.086181640625,412.317016601563,317.059539794922,408.235290527344,298.9441503762045,449.12952858196905,288.206298828125,560.717163085938,332.063751220703,660.222778320313
3141,492.285491943359,412.203674316406,376.620239257813,416.464477539063,307.4229763544596,407.5168392529812,298.3254760558042,449.1988762386744,292.269622802734,560.267761230469,329.100830078125,660.10498046875
3142,492.082641601563,412.59521484375,387.974639892578,417.164276123047,307.18153053535895,405.9778499393459,299.0940100439863,448.8582816698351,296.089721679688,560.411376953125,328.706665039063,660.029174804688
3143,487.860229492188,424.889099121094,384.239288330078,416.6201171875,324.061859130859,400.778076171875,301.28133695861237,447.9264042889953,296.22607421875,560.57568359375,336.432739257813,664.112365722656
3144,480.595245361328,440.38897705078097,384.041076660156,408.681274414063,324.767639160156,400.123687744141,304.90114623140414,445.9130762420436,292.679901123047,560.490173339844,336.684204101563,664.80908203125
3145,481.169097900391,452.752532958984,392.121887207031,408.957183837891,319.43619632825585,391.8277260043293,309.9114055244031,442.5384963140823,296.321594238281,560.276184082031,336.682800292969,664.3798828125
3146,488.523681640625,464.738067626953,396.40753173828097,412.954162597656,319.97355174313907,386.1201618612925,316.2880629125087,437.7339454037453,296.443542480469,556.267700195313,328.336059570313,660.250671386719
3147,500.440887451172,472.564392089844,404.197082519531,417.044189453125,322.9327148257827,383.27457913448455,321.76399406556476,433.79407584475246,301.4165499222795,551.7605807525332,320.636535644531,652.696166992188
3148,501.028930664063,480.489379882813,408.362731933594,420.682189941406,326.42824072904745,382.74249820895,328.5824642975519,428.2359694485494,303.2410392497312,549.8433138928777,316.02392578125,648.965393066406
3149,500.951538085938,488.718383789063,412.463760375977,424.265197753906,331.38886068016467,379.81676133555726,334.7410165188389,424.1143620536854,306.61589044079096,544.897669668005,309.315673828125,645.095825195313
3150,500.774963378906,497.247222900391,415.2176656729801,427.9248818350006,337.1676179760631,378.7867080701844,342.0907888524451,417.5632269516951,308.558044433594,536.261962890625,305.115417480469,640.710144042969
3151,504.620483398438,500.737762451172,419.1311882019944,429.9764718965755,342.75858692621654,379.53786889701473,349.6310138563408,414.1596108088002,312.3701171875,528.279022216797,304.223510742188,632.433654785156
3152,508.598175048828,507.994293212891,425.3147274922263,429.6378465075186,347.57781150561703,381.870086959416,356.7790778856462,412.94703772349305,316.539047241211,520.3211669921875,296.33056640625,620.356262207031
3153,516.258544921875,504.961090087891,430.5023943607338,431.7662624509968,353.44295846578484,383.1994501552779,362.8491865673705,412.4531330210437,318.3792419433595,512.590759277344,285.045593261719,608.801452636719
3154,524.4921875,503.826080322266,437.7804980478103,431.61685471590727,358.75693494354164,386.23005611988367,367.7362702174951,413.8870918172988,320.10798645019554,504.6105041503905,280.58935546875,600.532836914063
3155,536.344604492188,504.058349609375,444.1266795005138,433.73339203773594,365.49443656815674,388.6541454181525,371.896906293541,417.9954208185205,320.30647277832054,504.45500183105446,276.809936523438,596.518615722656
3156,548.753845214844,500.772003173828,460.151550292969,432.49676513671903,371.8001626542828,392.87582859368473,375.1100970902584,422.80806904357974,317.012390136719,508.154388427734,276.684906005859,596.406982421875
3157,568.36474609375,500.434814453125,468.161376953125,436.853393554688,395.08918818807115,397.0950331757073,380.0223039847258,427.80104310102377,316.298736572266,512.166870117188,275.6239594372099,597.1353617779995
3158,580.421997070313,500.686920166016,475.999481201172,441.09796142578097,404.1695556640625,404.49978637695347,401.7302215574716,435.7626566886403,313.9763839852029,516.6553996708616,272.1189207745489,596.7316987207295
3159,588.682861328125,504.460052490234,484.131622314453,447.993774414063,410.6331787109375,408.173538208008,400.14776611328097,452.48992919921903,312.310180664063,516.594055175781,267.56878430470533,595.1298320929492
