frame,animal_0_Nose_x,animal_0_Nose_y,animal_0_Mid-center_x,animal_0_Mid-center_y,animal_0_Tail-base_x,animal_0_Tail-base_y,animal_1_Nose_x,animal_1_Nose_y,animal_1_Mid-center_x,animal_1_Mid-center_y,animal_1_Tail-base_x,animal_1_Tail-base_y
28,1404.43371582031,596.349487304688,1292.55603027344,632.490966796875,1200.94104003906,636.01025390625,464.698638916016,640.434936523438,348.309661865234,632.844543457031,271.837829589844,604.622985839844
29,1392.75146484375,588.877807617188,1292.23388671875,632.992553710938,1200.8671875,636.200073242188,464.683471679688,640.48046875,348.320953369141,632.864562988281,271.835083007813,604.633361816406
30,1376.51123046875,580.680847167969,1288.17248535156,636.304565429688,1203.86694335938,636.356872558594,464.669219970703,640.454467773438,348.348876953125,632.848205566406,271.854553222656,604.605651855469
31,1360.96557617188,576.410400390625,1284.6875,636.522155761719,1201.09265136719,636.662841796875,464.769073486328,640.48681640625,348.396850585938,632.837463378906,271.90576171875,604.609008789063
32,1353.10766601563,572.019409179688,1284.83447265625,636.4345703125,1201.20959472656,636.906372070313,464.730682373047,640.554992675781,348.396514892578,632.869812011719,271.856872558594,604.628479003906
33,1348.95190429688,568.58642578125,1288.09484863281,636.419372558594,1204.45129394531,640.0166015625,464.692169189453,640.541931152344,348.291442871094,632.842102050781,271.861175537109,604.629516601563
34,1348.87121582031,568.425048828125,1288.44006347656,636.451538085938,1204.78747558594,640.438598632813,464.578369140625,640.583435058594,348.299835205078,632.803039550781,271.852722167969,604.612060546875
35,1352.8955078125,572.067504882813,1292.25280761719,636.502868652344,1208.84033203125,644.33349609375,464.676971435547,640.555480957031,348.314239501953,632.796997070313,271.881439208984,604.585021972656
36,1356.5498046875,572.202392578125,1296.50317382813,636.820129394531,1216.71728515625,652.097717285156,464.618133544922,640.621398925781,348.342651367188,632.830444335938,271.905822753906,604.594116210938
37,1349.09838867188,564.417358398438,1304.70581054688,640.124877929688,1232.39025878906,664.408203125,464.154083251953,636.28759765625,348.205963134766,636.119873046875,272.112396240234,604.420043945313
38,1348.54565429688,560.310119628906,1312.31848144531,636.806884765625,1240.896484375,672.181396484375,464.229217529297,628.256713867188,348.155883789063,636.936462402344,272.381805419922,604.572448730469
39,1344.24304199219,552.71337890625,1316.32446289063,632.9365234375,1252.50012207031,677.066528320313,463.939819335938,624.242980957031,348.21923828125,640.32861328125,272.302947998047,604.958251953125
40,1332.7236328125,548.329772949219,1320.20849609375,632.2158203125,1264.20190429688,688.134948730469,464.217437744141,623.960388183594,348.754516601563,640.614196777344,272.463623046875,608.264038085938
41,1316.63024902344,547.913330078125,1321.18725585938,632.93359375,1268.7470703125,688.988220214844,464.639038085938,620.409790039063,352.427307128906,640.496765136719,272.979309082031,608.394226074219
42,1304.99072265625,548.894165039063,1324.66528320313,633.375610351563,1276.29821777344,689.052368164063,468.268005371094,620.657958984375,352.529418945313,640.672729492188,276.009216308594,608.63916015625
43,1300.029296875,548.291137695313,1328.64782714844,632.589599609375,1281.300879599331,698.4796411189055,472.431304931641,624.086669921875,356.384002685547,640.737060546875,276.23583984375,608.740234375
44,1304.5879983367677,523.9310879057398,1327.0098705550015,624.7911945304102,1290.1892679160242,700.4226460258878,476.237854003906,624.107360839844,356.588317871094,640.658813476563,276.588989257813,608.71142578125
45,1296.53332519531,532.043701171875,1332.64294433594,616.8642578125,1308.77331542969,688.408813476563,476.765350341797,624.419128417969,360.218994140625,640.744934082031,279.763732910156,608.945495605469
46,1292.27258300781,524.395568847656,1332.06176757813,608.870361328125,1316.5888671875,688.155395507813,480.658843994141,624.765747070313,360.696624755859,644.106079101563,277.143707275391,612.171936035156
47,1292.42810058594,520.217895507813,1328.8544921875,604.5732421875,1320.98962402344,680.681274414063,484.076416015625,628.343872070313,364.400512695313,644.067016601563,280.210083007813,612.403076171875
48,1292.63671875,515.985046386719,1332.2138671875,597.203002929688,1331.94201660156,676.941772460938,484.618896484375,628.448608398438,364.157043457031,644.184448242188,279.82275390625,612.540161132813
49,1296.59936523438,512.538330078125,1336.66821289063,596.463989257813,1336.64685058594,676.67041015625,487.924591064453,632.235595703125,364.208099365234,644.053283691406,276.751403808594,612.452209472656
50,1301.05041503906,512.246459960938,1340.64709472656,596.970336914063,1336.70349121094,676.996032714844,488.531372070313,632.493835449219,364.32940673828097,644.056030273438,276.834899902344,612.390258789063
51,1308.21264648438,512.049926757813,1344.16137695313,600.424743652344,1336.06945800781,680.062133789063,492.238677978516,632.735107421875,368.089874267578,644.044006347656,276.803527832031,612.404663085938
52,1312.74084472656,512.224914550781,1344.71276855469,601.1640625,1333.04187011719,680.569091796875,496.687133789063,636.622924804688,372.343811035156,640.869262695313,280.002563476563,612.342956542969
53,1316.99084472656,511.867797851563,1344.96325683594,600.993286132813,1332.65612792969,680.354125976563,504.065887451172,640.822875976563,376.47998046875,640.393737792969,283.952606201172,613.232055664063
54,1320.58923339844,505.1513671875,1344.81726074219,601.058288574219,1332.66760253906,680.587585449219,508.796630859375,644.262939453125,380.892150878906,636.767333984375,288.253967285156,619.871215820313
55,1316.87145996094,504.88525390625,1344.708984375,600.604858398438,1332.39611816406,680.165771484375,515.9970703125,648.539794921875,388.317199707031,636.060791015625,292.744323730469,621.08154296875
56,1313.17260742188,508.641632080078,1344.6826171875,600.832885742188,1332.40783691406,677.257690429688,520.820922851563,652.385314941406,396.2607421875,636.313354492188,304.269989013672,628.740051269531
57,1312.97192382813,509.016815185547,1344.755859375,600.927795410156,1332.34399414063,677.296752929688,528.594055175781,652.321411132813,404.41748046875,640.239624023438,312.301239013672,636.438232421875
58,1312.87268066406,511.848754882813,1344.94226074219,600.649536132813,1329.11010742188,680.201416015625,535.892700195313,648.350708007813,412.464233398438,644.565063476563,316.529388427734,640.699157714844
59,1312.70751953125,512.031005859375,1344.96350097656,600.760375976563,1329.08825683594,680.246948242188,539.689147949219,640.82080078125,416.586669921875,648.269409179688,320.753845214844,644.594421386719
60,1312.67590332031,512.100830078125,1344.93957519531,600.895568847656,1328.99096679688,680.260314941406,540.645751953125,636.30322265625,424.32354736328097,644.95751953125,328.307098388672,640.996398925781
61,1312.79895019531,512.112854003906,1344.94787597656,600.892639160156,1328.77514648438,680.232727050781,545.160400390625,628.709106445313,428.771240234375,644.248474121094,332.951416015625,640.54150390625
62,1312.46948242188,511.992218017578,1344.97045898438,600.924255371094,1328.90405273438,680.25146484375,552.995239257813,624.297607421875,436.393493652344,643.986145019531,340.594604492188,640.516906738281
63,1309.03820800781,512.046325683594,1344.99047851563,600.93115234375,1328.79870605469,680.24462890625,560.222229003906,624.72705078125,440.670288085938,644.33349609375,348.227783203125,644.486694335938
64,1305.00146484375,512.019104003906,1345.03381347656,600.980590820313,1328.81420898438,680.246459960938,564.197570800781,628.26904296875,444.793090820313,644.9814453125,352.8525390625,652.167724609375
65,1304.5712890625,508.4990234375,1345.05993652344,600.822265625,1328.86694335938,680.185913085938,564.672302246094,628.369384765625,451.985961914063,648.672180175781,360.214599609375,660.324340820313
66,1304.90490722656,508.417755126953,1345.06469726563,600.813720703125,1328.86437988281,680.393005371094,564.383056640625,632.054931640625,452.25457763671903,655.956359863281,360.268859863281,664.558288574219
67,1308.87609863281,504.317718505859,1348.53552246094,600.41064453125,1328.86413574219,680.362426757813,564.452392578125,640.056518554688,448.663024902344,659.967895507813,356.697967529297,667.805786132813
68,1308.95703125,504.260559082031,1348.58068847656,600.354370117188,1328.89074707031,680.33837890625,567.756225585938,644.42919921875,448.364349365234,660.305053710938,356.411499023438,664.98388671875
69,1309.05053710938,504.220306396484,1345.00573730469,600.182006835938,1328.79321289063,680.28369140625,564.989868164063,644.743591308594,448.646820068359,660.088195800781,356.723785400391,664.91650390625
70,1312.59045410156,501.014312744141,1345.03308105469,597.30029296875,1328.94519042969,677.340270996094,568.140869140625,648.507690429688,448.922424316406,656.451293945313,356.586303710938,664.161926269531
71,1312.77014160156,501.02020263671903,1348.47058105469,600.248657226563,1328.69812011719,680.263793945313,568.472412109375,652.416564941406,448.539794921875,656.774597167969,356.32568359375,664.908935546875
72,1312.77160644531,501.05926513671903,1344.99365234375,600.226989746094,1328.68920898438,680.278930664063,571.729370117188,648.908325195313,452.066833496094,656.881591796875,356.711517333984,664.552490234375
73,1312.98168945313,500.89288330078097,1344.95532226563,597.293273925781,1328.91735839844,677.356567382813,572.037414550781,652.197387695313,452.236968994141,656.609008789063,356.995086669922,660.8134765625
74,1313.0625,500.834167480469,1345.0146484375,597.296081542969,1328.72790527344,680.242309570313,572.413696289063,652.34375,452.269775390625,660.068481445313,357.094909667969,660.700073242188
75,1316.22900390625,500.489868164063,1344.7685546875,597.00390625,1328.63000488281,680.188598632813,572.394409179688,652.34423828125,452.552978515625,660.276062011719,360.270202636719,660.7275390625
76,1316.34326171875,499.843505859375,1344.69079589844,596.369384765625,1328.84423828125,677.099060058594,572.390258789063,652.162353515625,452.581237792969,660.270751953125,357.262725830078,660.853698730469
77,1316.61437988281,499.640808105469,1344.64282226563,596.324951171875,1328.67565917969,679.983032226563,572.444030761719,648.590759277344,452.591461181641,660.188293457031,360.249877929688,660.75341796875
78,1320.34265136719,496.662506103516,1344.60461425781,596.363464355469,1328.60620117188,680.050903320313,572.580810546875,648.493530273438,452.702941894531,660.167236328125,360.263031005859,660.847534179688
79,1320.65478515625,496.41046142578097,1344.5244140625,596.199584960938,1328.67163085938,677.107727050781,572.435913085938,648.372680664063,452.377807617188,660.029663085938,359.958831787109,660.852294921875
80,1320.72106933594,496.427886962891,1344.52770996094,596.301147460938,1328.46960449219,680.025268554688,572.499877929688,648.397155761719,452.716674804688,660.0107421875,360.348358154297,660.834106445313
81,1324.13452148438,496.20263671875,1344.38806152344,596.149230957031,1328.42407226563,680.005432128906,572.66552734375,648.354797363281,452.487548828125,659.998107910156,360.0185546875,660.897338867188
82,1324.18078613281,495.78662109375,1344.33532714844,592.921875,1328.44604492188,679.938781738281,575.667114257813,648.320007324219,452.593048095703,660.083679199219,356.987030029297,663.812194824219
83,1324.3046875,496.128356933594,1344.36340332031,593.381896972656,1328.49108886719,680.322448730469,575.752197265625,648.314208984375,452.661315917969,660.115844726563,360.078765869141,660.901123046875
84,1324.21447753906,496.462493896484,1344.41687011719,596.454467773438,1328.48803710938,680.349609375,575.814208984375,648.388610839844,452.620727539063,660.119445800781,360.071929931641,660.880859375
85,1324.17041015625,496.721313476563,1344.48400878906,596.398986816406,1328.45495605469,680.335571289063,575.680908203125,648.469421386719,452.523315429688,660.142700195313,359.959808349609,660.896423339844
86,1324.25,496.404541015625,1344.599609375,596.067993164063,1328.42309570313,679.986267089844,575.627136230469,648.479675292969,452.524658203125,660.183166503906,359.951843261719,660.887023925781
87,1324.24267578125,496.55889892578097,1344.498046875,596.188293457031,1328.37561035156,680.039428710938,575.661254882813,648.543212890625,452.532775878906,660.084899902344,359.959655761719,660.858764648438
88,1324.44665527344,496.633087158203,1344.50415039063,596.276733398438,1328.26025390625,680.034118652344,572.802490234375,648.437255859375,452.538665771484,659.989135742188,356.841705322266,663.704895019531
89,1324.68603515625,496.41015625,1344.50744628906,596.286865234375,1328.29187011719,680.069152832031,572.422241210938,648.401062011719,452.76123046875,659.919067382813,357.207336425781,660.881286621094
90,1324.58227539063,496.398254394531,1344.38842773438,596.222534179688,1328.232421875,680.065368652344,572.416320800781,648.356262207031,452.555755615234,656.6630859375,359.965637207031,660.756225585938
91,1324.69689941406,496.518218994141,1344.37841796875,596.294860839844,1328.22119140625,680.079467773438,572.5302734375,648.283264160156,452.554260253906,659.865844726563,356.784118652344,663.658996582031
92,1328.13366699219,496.405334472656,1344.39196777344,596.320556640625,1328.23217773438,680.051025390625,575.779174804688,648.693298339844,452.71728515625,657.087646484375,356.838562011719,661.191040039063
93,1328.13464355469,496.334075927734,1344.35180664063,596.242980957031,1328.20776367188,680.011291503906,576.430419921875,648.763671875,456.216278076172,656.994812011719,357.054504394531,661.077392578125
94,1324.69165039063,496.513549804688,1344.37512207031,596.287719726563,1328.20373535156,680.0185546875,580.344848632813,648.875183105469,456.524963378906,657.117370605469,359.979888916016,660.9638671875
95,1324.6259765625,496.500915527344,1344.35070800781,596.244262695313,1328.22644042969,680.014770507813,587.496337890625,652.759216308594,460.640380859375,657.178833007813,360.440521240234,660.648742675781
96,1328.0947265625,496.610992431641,1344.39453125,596.322937011719,1328.20275878906,680.030822753906,592.801696777344,656.959594726563,468.616149902344,657.33642578125,368.510131835938,660.831115722656
97,1328.09069824219,496.61749267578097,1344.3818359375,596.3310546875,1328.19555664063,680.039611816406,592.805969238281,656.945007324219,468.624420166016,657.336242675781,368.508941650391,660.82666015625
98,1328.06945800781,496.583099365234,1344.37353515625,596.269653320313,1328.18359375,680.033325195313,603.62890625,656.832641601563,480.533447265625,657.209167480469,376.892150878906,661.105346679688
99,1324.591796875,496.692657470703,1344.37939453125,596.245971679688,1328.21704101563,680.048461914063,611.742126464844,656.454711914063,488.796112060547,656.630554199219,388.943725585938,660.912536621094
100,1328.22033691406,496.739807128906,1344.43969726563,596.431335449219,1328.27868652344,680.079345703125,624.010375976563,644.566223144531,508.753112792969,656.427062988281,416.388122558594,660.566162109375
101,1328.13305664063,496.735992431641,1344.42114257813,596.385192871094,1328.26013183594,680.075012207031,625.06689453125,636.397888183594,516.802978515625,656.171508789063,424.905670166016,655.980712890625
102,1328.17651367188,496.817565917969,1344.37829589844,596.288818359375,1328.22778320313,680.078247070313,628.051391601563,628.375305175781,520.358825683594,652.630554199219,428.475616455078,652.43603515625
103,1328.56408691406,496.713012695313,1344.4736328125,596.191528320313,1328.45068359375,677.228820800781,628.517700195313,616.578552246094,520.431030273438,648.970825195313,428.492736816406,652.451538085938
104,1332.21740722656,496.667907714844,1344.56127929688,596.323547363281,1328.41833496094,677.259155273438,628.596435546875,608.632690429688,524.039978027344,648.346252441406,432.674682617188,655.812561035156
105,1336.31164550781,496.700225830078,1344.67749023438,596.3251953125,1328.27563476563,680.137756347656,632.355834960938,608.473388671875,528.251220703125,645.053588867188,440.16943359375,656.691284179688
106,1336.54956054688,496.757995605469,1344.70471191406,596.296508789063,1328.25769042969,680.264892578125,636.510192871094,604.380615234375,532.02734375,644.98876953125,444.060089111328,657.195434570313
107,1336.54516601563,496.754913330078,1344.70690917969,596.289428710938,1328.24670410156,680.2626953125,636.511291503906,604.381958007813,532.025756835938,644.981018066406,444.053680419922,657.196716308594
108,1336.44372558594,496.561889648438,1344.71923828125,596.316833496094,1328.24951171875,680.197875976563,640.213012695313,604.210083007813,532.830932617188,648.479125976563,445.065551757813,660.34912109375
109,1332.29235839844,496.44775390625,1348.27038574219,596.383850097656,1328.26342773438,680.173217773438,640.654357910156,604.060302734375,536.615478515625,651.967407226563,448.330078125,660.746826171875
110,1328.42553710938,496.638824462891,1348.30041503906,596.390686035156,1328.28442382813,680.215209960938,640.8984375,600.533752441406,540.248046875,651.966613769531,448.783447265625,660.832458496094
111,1328.3203125,496.578033447266,1348.43212890625,596.465454101563,1328.36584472656,680.212829589844,640.860290527344,600.604431152344,540.507751464844,648.476379394531,452.230926513672,660.492797851563
112,1324.515625,499.808044433594,1348.38659667969,596.699523925781,1328.27124023438,680.28271484375,644.248840332031,604.634765625,540.722351074219,648.980102539063,452.40460205078097,661.361877441406
113,1324.61462402344,496.769805908203,1348.345703125,596.6826171875,1328.23400878906,680.242797851563,644.632934570313,611.986328125,540.608154296875,648.588623046875,452.736236572266,660.630065917969
114,1324.46032714844,496.74267578125,1348.30114746094,596.624267578125,1328.23071289063,680.191955566406,648.514892578125,620.793212890625,540.883666992188,648.889099121094,453.004455566406,660.657836914063
115,1324.283203125,499.790954589844,1348.3671875,596.698974609375,1328.21838378906,680.216491699219,652.869384765625,632.404052734375,544.379455566406,648.88671875,452.873229980469,660.5947265625
116,1320.93237304688,500.234558105469,1348.34985351563,596.804565429688,1328.23461914063,680.215454101563,657.068359375,636.323181152344,544.895324707031,652.395568847656,456.541076660156,660.187072753906
117,1320.93505859375,500.236389160156,1348.35229492188,596.806457519531,1328.23620605469,680.217834472656,657.061767578125,636.324768066406,544.887023925781,652.396179199219,456.536590576172,660.192993164063
118,1313.13012695313,508.59228515625,1348.57043457031,600.324279785156,1328.27111816406,680.110473632813,664.074523925781,640.053955078125,548.508972167969,652.20361328125,456.7421875,660.185241699219
119,1300.4326171875,524.667358398438,1348.64929199219,604.596313476563,1327.97143554688,680.008422851563,668.6181640625,640.543762207031,552.552307128906,648.752624511719,464.224395751953,661.147827148438
120,1292.37145996094,540.472351074219,1352.52258300781,608.972412109375,1328.38525390625,680.326049804688,672.659851074219,644.518798828125,560.228759765625,645.197570800781,472.171752929688,664.749877929688
121,1290.198067133075,522.0969119548341,1343.090011199402,612.3702501955017,1336.635350409565,695.2308547378193,680.73193359375,644.774780273438,568.300415039063,645.110961914063,480.056793212891,665.078247070313
122,1285.7122910684077,524.2441688607565,1341.4702893845097,613.9156522765747,1338.5186525921065,696.6656433472971,692.763916015625,644.709167480469,576.723999023438,648.570861816406,485.07666015625,665.111572265625
123,1280.03820800781,548.571350097656,1349.02673339844,613.029479980469,1328.98620605469,680.50146484375,704.273803710938,644.251281738281,588.560791015625,652.4599609375,492.645965576172,665.003356933594
124,1275.556493687032,528.9221050253794,1337.9767863387146,615.9022432052939,1344.3108443496712,698.9782229878964,723.873413085938,640.64990234375,604.638610839844,653.099609375,508.499145507813,660.556579589844
125,1272.273851023417,530.6991075885554,1336.541577988878,616.8901762229598,1347.407112468659,700.2328928335852,728.802490234375,636.959045410156,612.860229492188,653.09326171875,520.475341796875,656.31494140625
126,1268.628944598111,534.7263631058366,1337.456721269627,617.7164146469315,1348.6586276796863,699.527434494644,736.923278808594,640.634460449219,624.445068359375,652.631652832031,532.276733398438,652.811279296875
127,1267.80773925781,560.369384765625,1348.59265136719,612.715942382813,1347.564581156491,696.7809187405641,736.927612304688,640.648315429688,624.456237792969,652.644287109375,532.275146484375,652.815795898438
128,1261.1028579747322,540.2768110072163,1335.8025808672603,618.6513034589823,1357.0417500716765,700.7316750012195,744.525390625,648.633728027344,632.515258789063,648.854797363281,540.833923339844,652.934692382813
129,1257.570371742563,542.0922496440145,1332.129887285163,620.9021842088133,1364.956637638837,701.7625735018155,752.725341796875,656.442260742188,640.730346679688,648.431762695313,552.28857421875,656.644653320313
130,1254.230105482177,545.3031994919779,1330.5192517286655,623.0341370611927,1371.3516710367403,701.2092104660414,756.749389648438,668.285522460938,648.3232421875,648.564086914063,556.928833007813,660.756103515625
131,1249.9084128570958,550.4460232679589,1331.3786839757463,626.0875334721543,1376.1873110426368,700.213223303043,756.567138671875,668.450561523438,652.216613769531,652.278930664063,560.927490234375,664.46484375
132,1243.0197589613747,556.3005192985876,1334.1339607193413,628.2011508013902,1379.537720166407,699.8502257796222,756.176818847656,668.623413085938,648.839477539063,652.940246582031,560.960327148438,668.065124511719
133,1238.5297733473672,563.2260011338071,1334.120571363129,628.812081292654,1384.6060030848348,699.2066123950516,756.446655273438,667.93994140625,648.457702636719,656.223693847656,560.749206542969,668.347778320313
134,1232.4174202903846,569.1393782424643,1336.7051858560992,630.5779536054023,1387.9101974486175,698.2766438491525,756.25341796875,664.232849121094,644.601745605469,656.267456054688,560.227416992188,668.774780273438
135,1229.2539149761078,577.0761595986796,1335.6967845257418,630.1694465389654,1392.7457669242715,696.7685244583181,756.74951171875,664.30419921875,644.644287109375,656.218872070313,560.367736816406,668.634216308594
136,1223.7385975786074,585.5197448826917,1337.7796711416695,630.4828791864278,1395.323403505614,693.3949670898501,760.136352539063,664.583557128906,648.138671875,656.405883789063,560.593322753906,668.873596191406
137,1236.2578125,624.789733886719,1332.71752929688,620.84130859375,1398.5346554762252,687.6573479648534,760.135437011719,664.578552246094,648.131713867188,656.403625488281,560.588806152344,668.874206542969
138,1221.208551561548,609.0162627480396,1332.70279471799,621.353758058732,1399.0523760863698,675.3152858529297,760.466796875,664.074096679688,644.919006347656,656.2578125,560.556640625,668.54931640625
139,1218.641907573733,618.1475537104211,1330.293949110884,619.6004164793133,1397.5149883418474,659.8800923842545,760.372924804688,664.045654296875,648.034301757813,656.243103027344,560.546508789063,668.525024414063
140,1236.25549316406,644.428100585938,1332.3994140625,624.306457519531,1400.8121587445407,620.3057313548493,760.130615234375,664.106262207031,648.099670410156,656.265014648438,560.520202636719,668.545288085938
141,1235.8828125,648.741027832031,1332.38366699219,624.690185546875,1380.86962890625,592.613891601563,760.084838867188,664.105712890625,648.248901367188,656.370483398438,560.5654296875,668.575500488281
142,1232.08117675781,652.899291992188,1328.90515136719,624.789428710938,1380.37768554688,592.235168457031,760.036376953125,664.069213867188,648.242553710938,656.358764648438,560.589721679688,668.578491210938
143,1231.84375,656.456909179688,1328.16296386719,628.273803710938,1379.94592285156,592.447265625,760.017761230469,664.068420410156,648.138671875,656.316772460938,560.518859863281,668.528076171875
144,1228.15002441406,656.680969238281,1328.19653320313,628.435913085938,1379.9140625,592.676818847656,756.793273925781,664.080627441406,648.038940429688,656.281372070313,560.460083007813,668.550659179688
145,1228.30944824219,656.356323242188,1325.095703125,628.091613769531,1376.78784179688,592.142639160156,759.946411132813,660.500183105469,644.76220703125,656.330810546875,560.446166992188,668.541625976563
146,1224.56127929688,656.441650390625,1324.69311523438,628.538696289063,1380.1376953125,596.211303710938,760.119506835938,660.529724121094,644.738342285156,656.311706542969,560.439758300781,668.5400390625
147,1224.16772460938,656.195251464844,1323.95483398438,628.602844238281,1379.80749511719,596.706726074219,760.064208984375,660.501037597656,647.97265625,656.255859375,560.467041015625,668.561645507813
148,1220.67700195313,652.842041015625,1320.88354492188,632.169311523438,1376.40283203125,596.572326660156,760.055114746094,660.534545898438,644.745361328125,656.301696777344,560.436950683594,668.575500488281
149,1219.7197265625,656.732604980469,1316.96862792969,632.152465820313,1376.087890625,596.811706542969,760.135681152344,660.5458984375,644.76171875,656.309814453125,560.488525390625,668.53271484375
150,1219.95886230469,660.3798828125,1316.67687988281,628.554260253906,1380.55639648438,596.431213378906,760.046997070313,664.049682617188,648.013305664063,656.261596679688,560.483032226563,668.514892578125
151,1220.25988769531,660.622802734375,1312.7119140625,624.551452636719,1368.16003417969,592.755920410156,760.061645507813,660.547668457031,644.758911132813,656.289794921875,560.41455078125,668.5361328125
152,1220.01733398438,664.124267578125,1312.26806640625,624.386596679688,1372.97924804688,604.464050292969,760.119323730469,660.509033203125,644.758911132813,656.369018554688,560.445922851563,668.533813476563
