epoch,loss,lr,val_loss
0,0.0002178851282224059,1e-04,0.00013259444676805288
1,0.00014631173689849675,1e-04,0.0001248767803190276
2,0.0001282346056541428,1e-04,0.00011580037971725687
3,0.0001098256470868364,1e-04,0.00011253806587774307
4,9.655717440182343e-05,1e-04,0.0001112150275730528
