epoch,loss,lr,val_loss
0,0.00018985505448654294,1e-04,0.00015188372344709933
1,0.00014009785081725568,1e-04,0.00014587651821784675
2,0.00011910875036846846,1e-04,0.00012718557263724506
3,9.590233821654692e-05,1e-04,0.00010573006875347346
4,8.25917231850326e-05,1e-04,9.660569776315242e-05
