epoch,loss,lr,val_loss
0,0.00022166369308251888,1e-04,0.00016031386621762067
1,0.00014470965834334493,1e-04,0.00015388130850624293
2,0.00011359454947523773,1e-04,0.00011723348870873451
3,9.483635221840814e-05,1e-04,9.479127038503066e-05
4,7.897865725681186e-05,1e-04,8.324525697389618e-05
5,7.008827378740534e-05,1e-04,9.524849883746356e-05
