epoch,Ear_left,Ear_right,Mid_center,Mid_left,Mid_right,Nose,Tail_base,Tail_tip,loss,lr,val_Ear_left,val_Ear_right,val_Mid_center,val_Mid_left,val_Mid_right,val_Nose,val_Tail_base,val_Tail_tip,val_loss
0,0.0013802506728097796,0.001374954590573907,0.001233315677382052,0.0013977988855913281,0.0013966632541269064,0.0013767111813649535,0.0013807460200041533,0.0005804442334920168,0.0012651104480028152,1e-04,0.0012322895927354693,0.0012959816958755255,0.0010614271741360426,0.0013300750870257616,0.001311788335442543,0.0011867971625179052,0.001244244514964521,0.0006065465859137475,0.0011586437467485666
1,0.0011695489520207047,0.0011264471104368567,0.0009694304317235947,0.0013083723606541753,0.001294072368182242,0.0010502130025997758,0.0011397699126973748,0.0006088042282499373,0.0010833322303369641,1e-04,0.0008173610549420118,0.0009298385703004897,0.000818003376480192,0.0012747430009767413,0.0012085274793207645,0.0008027173462323844,0.0007098864880390465,0.0006269825389608741,0.000898507540114224
2,0.0008585178293287754,0.0008091892232187092,0.0008396718767471611,0.0012385951122269034,0.0012384061701595783,0.0008293889695778489,0.0008259005262516439,0.00061397859826684,0.0009067060891538858,1e-04,0.0006309552118182182,0.0007999109802767634,0.0007258518598973751,0.0012213062727823853,0.001137718092650175,0.0007750243530608714,0.0006315086502581835,0.0006469304207712412,0.0008211508393287659
3,0.0007425033254548907,0.0007186055299825966,0.000718353025149554,0.0011000809026882052,0.0011134148808196187,0.0007051034481264651,0.0006833760999143124,0.0006138171884231269,0.0007994066108949482,1e-04,0.0005746255628764629,0.0006486839847639203,0.0006135322619229555,0.0010132984025403857,0.0008998088887892663,0.0006665781838819385,0.00042840311652980745,0.0006230083527043462,0.0006834923406131566
4,0.0007031201967038214,0.0006774571957066655,0.0006562134949490428,0.0009144257637672126,0.000950534944422543,0.000660139077808708,0.0006203979719430208,0.0005969341145828366,0.0007224027649499476,1e-04,0.0005903979181312025,0.000705407583154738,0.0005570173962041736,0.000997254392132163,0.0007716846885159612,0.0005995144601911306,0.0003557154268492013,0.0005288842949084938,0.0006382344872690737
