epoch,loss,lr,val_loss
0,0.00021227709657978266,1e-04,0.00018543555052019656
1,0.00013916028547100723,1e-04,0.00017021331586875021
2,0.00011927424930036068,1e-04,0.00014038807421457022
3,0.00010147058492293581,1e-04,0.00011750720295822248
4,9.075798152480274e-05,1e-04,0.00010972095333272591
